Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,OrderStatus,1707782025.077814,7903,0,1
4,Delivery,1707782025.085851,31970,0,1
2,Payment,1707782025.117841,5690,0,1
1,NewOrder,1707782025.123550,12586,0,1
1,NewOrder,1707782025.136157,11085,0,1
1,NewOrder,1707782025.147262,5246,0,1
2,Payment,1707782025.152525,3233,0,1
1,NewOrder,1707782025.155776,7664,0,1
1,NewOrder,1707782025.163459,9835,0,1
2,Payment,1707782025.173314,18013,0,1
1,NewOrder,1707782025.191347,8269,0,1
1,NewOrder,1707782025.199637,6259,0,1
1,NewOrder,1707782025.205987,8851,0,1
4,Delivery,1707782025.214859,14764,0,1
1,NewOrder,1707782025.229672,6781,0,1
1,NewOrder,1707782025.236476,5893,0,1
2,Payment,1707782025.242390,2695,0,1
1,NewOrder,1707782025.245102,4754,0,1
2,Payment,1707782025.249876,2448,0,1
2,Payment,1707782025.252340,2213,0,1
1,NewOrder,1707782025.254571,4974,0,1
1,NewOrder,1707782025.259566,6589,0,1
2,Payment,1707782025.266176,2548,0,1
2,Payment,1707782025.268743,2185,0,1
1,NewOrder,1707782025.270946,3461,0,1
5,StockLevel,1707782025.274426,2504,0,1
2,Payment,1707782025.276952,2525,0,1
1,NewOrder,1707782025.279496,6629,0,1
1,NewOrder,1707782025.286157,6227,0,1
2,Payment,1707782025.292407,2329,0,1
2,Payment,1707782025.294755,1975,0,1
1,NewOrder,1707782025.296747,7055,0,1
2,Payment,1707782025.303828,2562,0,1
1,NewOrder,1707782025.306411,7049,0,1
1,NewOrder,1707782025.313482,4352,0,1
1,NewOrder,1707782025.317852,6900,0,1
2,Payment,1707782025.324772,2239,0,1
1,NewOrder,1707782025.327029,4456,0,1
1,NewOrder,1707782025.331505,6896,0,1
2,Payment,1707782025.338421,2259,0,1
4,Delivery,1707782025.340696,15806,0,1
2,Payment,1707782025.356522,6072,0,1
1,NewOrder,1707782025.362617,6487,0,1
1,NewOrder,1707782025.369148,4692,0,1
2,Payment,1707782025.373875,2330,0,1
1,NewOrder,1707782025.376224,7057,0,1
1,NewOrder,1707782025.383303,4489,0,1
2,Payment,1707782025.387815,1935,0,1
1,NewOrder,1707782025.389769,6472,0,1
1,NewOrder,1707782025.396264,4421,0,1
1,NewOrder,1707782025.400707,3706,0,1
1,NewOrder,1707782025.404435,5791,0,1
1,NewOrder,1707782025.410246,6426,0,1
1,NewOrder,1707782025.416754,4541,0,1
1,NewOrder,1707782025.421319,6169,0,1
1,NewOrder,1707782025.427511,5710,0,1
1,NewOrder,1707782025.433243,3919,0,1
1,NewOrder,1707782025.437184,4076,0,1
1,NewOrder,1707782025.441279,3100,0,1
5,StockLevel,1707782025.444399,1803,0,1
5,StockLevel,1707782025.446306,1486,0,1
2,Payment,1707782025.447805,1953,0,1
1,NewOrder,1707782025.449777,6198,0,1
4,Delivery,1707782025.455997,12298,0,1
1,NewOrder,1707782025.468317,4770,0,1
1,NewOrder,1707782025.473110,5110,0,1
1,NewOrder,1707782025.478244,6637,0,1
2,Payment,1707782025.484904,2475,0,1
1,NewOrder,1707782025.487400,4233,0,1
2,Payment,1707782025.491706,1676,0,1
1,NewOrder,1707782025.493397,3349,0,1
1,NewOrder,1707782025.496769,5815,0,1
3,OrderStatus,1707782025.502606,2134,0,1
3,OrderStatus,1707782025.504773,2174,0,1
2,Payment,1707782025.506970,1787,0,1
3,OrderStatus,1707782025.508775,1532,0,1
2,Payment,1707782025.510321,1487,0,1
2,Payment,1707782025.511823,1641,0,1
1,NewOrder,1707782025.513483,3913,0,1
2,Payment,1707782025.517493,1797,0,1
1,NewOrder,1707782025.519306,5684,0,1
2,Payment,1707782025.525071,2099,0,1
2,Payment,1707782025.527188,1752,0,1
2,Payment,1707782025.528959,1659,0,1
2,Payment,1707782025.530638,1938,0,1
1,NewOrder,1707782025.532604,4232,0,1
2,Payment,1707782025.536858,1954,0,1
2,Payment,1707782025.538832,1940,0,1
1,NewOrder,1707782025.540788,4810,0,1
2,Payment,1707782025.545619,1889,0,1
2,Payment,1707782025.547548,2011,0,1
1,NewOrder,1707782025.549574,4101,0,1
1,NewOrder,1707782025.553696,4676,0,1
5,StockLevel,1707782025.558391,1504,0,1
1,NewOrder,1707782025.559913,4755,0,1
2,Payment,1707782025.564692,1854,0,1
1,NewOrder,1707782025.566580,4649,0,1
4,Delivery,1707782025.571318,11950,0,1
4,Delivery,1707782025.583288,11903,0,1
2,Payment,1707782025.595212,1527,0,1
2,Payment,1707782025.596757,1564,0,1
1,NewOrder,1707782025.598336,3197,0,1
2,Payment,1707782025.601606,1624,0,1
1,NewOrder,1707782025.603247,2848,0,1
5,StockLevel,1707782025.606115,1395,0,1
1,NewOrder,1707782025.607524,3998,0,1
2,Payment,1707782025.611544,1586,0,1
2,Payment,1707782025.613158,1718,0,1
1,NewOrder,1707782025.614896,3773,0,1
1,NewOrder,1707782025.618694,6020,0,1
2,Payment,1707782025.624739,3030,0,1
2,Payment,1707782025.627793,2335,0,1
2,Payment,1707782025.630149,2120,0,1
2,Payment,1707782025.632288,1749,0,1
2,Payment,1707782025.634058,1103,0,1
2,Payment,1707782025.635177,962,0,1
1,NewOrder,1707782025.636152,2904,0,1
1,NewOrder,1707782025.639091,3828,0,1
1,NewOrder,1707782025.642943,2654,0,1
1,NewOrder,1707782025.645620,3662,0,1
4,Delivery,1707782025.649303,8025,0,1
2,Payment,1707782025.657352,1289,0,1
