Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,255,255.000,1032,1749,3022,3910,4491,7280,9728,25416,33214
1,225,225.000,789,1777,3037,4407,6539,8430,9716,16449,17225
2,351,351.000,408,1156,2156,2824,3460,5553,7499,12066,24407
3,247,247.000,475,1478,2118,4032,4969,6600,11908,21916,88874
4,245,245.000,407,1498,2052,4060,4706,7900,9735,15256,157707
5,257,257.000,780,1653,2036,3885,5496,7995,9453,16335,16782
6,301,301.000,412,1379,2173,3304,4644,7357,8537,13063,16579
7,340,340.000,394,1065,2095,2925,3855,6643,7840,9714,15029
8,427,427.000,394,861,1774,2339,3127,4785,6379,9768,18798
9,360,360.000,364,924,2091,2761,3297,6074,7202,14105,16145
10,383,383.000,443,926,1988,2586,3477,5335,6592,11362,13408
11,464,464.000,391,853,1743,2142,2941,3877,6105,7359,12769
12,302,302.000,398,1503,1982,3297,3537,6848,8080,14818,53638
13,322,322.000,411,1102,2516,3096,4046,6627,8462,13050,20158
14,404,404.000,399,916,1898,2470,3091,4193,7439,10544,15534
15,225,225.000,655,1684,2734,4395,6360,8385,10712,17001,36356
16,259,259.000,442,1593,2248,3853,5695,7883,9382,14959,59716
17,214,214.000,716,1866,3195,4670,6992,9063,11151,21450,23752
18,236,236.000,603,1686,3111,4264,5338,8671,11681,24945,34230
19,221,221.000,389,1313,2855,4428,5284,10257,12253,23816,29389
20,276,276.000,380,1507,2387,3599,4198,7858,9770,26037,27124
21,239,239.000,489,1311,2723,4249,5532,9323,12378,19961,35195
22,214,214.000,447,1674,3085,4548,6114,9697,12480,19520,25704
23,251,251.000,502,1245,2594,3987,4631,7235,10091,28558,69308
24,256,256.000,427,1269,2597,3865,5017,8025,10514,22379,37313
25,242,242.000,394,1275,2396,4115,5771,9498,10997,21684,33193
26,295,295.000,420,1064,2576,3369,4159,7022,8329,18426,37295
27,319,319.000,407,965,2361,3146,3654,7243,9060,20061,21062
28,340,340.000,393,1010,2245,2915,3760,6978,8569,11170,19676
29,216,216.000,455,1328,2850,4622,5636,9172,12405,25768,68026
30,247,247.000,401,1584,2825,4056,5928,9116,10632,11976,14354
31,295,295.000,424,1316,2326,3349,3851,8119,9706,13600,23650
32,370,370.000,405,992,1992,2698,3566,5115,7784,15872,16580
33,270,270.000,383,1611,2193,3688,4746,7762,10367,17200,18726
34,293,293.000,432,988,2020,3399,4555,8007,8996,15324,16074
35,404,404.000,347,875,1955,2467,3146,4458,6879,10534,18196
36,274,274.000,350,1745,2296,3652,5210,8028,9661,17541,20720
37,298,298.000,359,1139,2094,3349,4482,7637,9227,16404,17184
38,331,331.000,361,1203,1935,3001,3911,6720,7731,14192,14687
39,211,211.000,715,1801,2182,4734,7205,9307,10228,16515,18416
40,426,426.000,326,810,1764,2345,2950,5658,7042,9791,17297
41,451,451.000,341,779,1789,2209,2971,4060,6139,7718,15009
42,402,402.000,356,801,1821,2479,3046,5753,6471,11130,15878
43,482,482.000,298,764,1658,2067,2861,3635,5289,10171,16015
44,418,418.000,304,777,1756,2393,3081,5065,6534,12727,16329
45,477,477.000,327,759,1611,2084,2635,3820,6103,8967,14383
46,437,437.000,303,750,1729,2281,2786,5371,6065,10414,15061
47,326,326.000,387,1152,1932,3062,3644,6558,7637,14662,44384
48,290,290.000,348,1038,1960,3437,5174,7946,9106,15423,19909
49,316,316.000,310,1197,2404,3151,4282,6125,8082,15123,18592
50,339,339.000,358,1043,1989,2942,4303,5872,8839,10235,15083
51,316,316.000,399,1376,2012,3164,4344,6348,7998,13556,14345
52,435,435.000,283,789,1641,2281,2876,5380,6095,12511,13692
53,395,395.000,329,1057,1790,2529,3248,5679,6758,9279,25196
54,403,403.000,318,911,1680,2470,3402,5767,6690,9459,14505
55,394,394.000,301,835,1957,2521,3399,5681,6742,8675,16130
56,265,265.000,312,1646,2143,3780,5540,7384,8653,14476,18180
57,256,256.000,363,1702,2689,3881,6167,7752,8434,15440,18277
58,298,298.000,340,1258,2018,3340,4933,6833,9062,14461,18798
59,304,304.000,460,1370,1924,3266,4814,7314,8653,15625,18969
