Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,223,223.000,990,1825,3615,4470,6329,7583,9257,19189,21179
1,226,226.000,976,1734,3214,4422,5694,8283,12869,16873,23668
2,370,370.000,446,979,1928,2690,3265,6113,6800,12975,18775
3,440,440.000,378,855,1798,2270,2991,4993,6220,9307,13117
4,512,512.000,346,807,1610,1930,2595,3303,4823,6801,16149
5,544,544.000,345,750,1523,1830,2544,3293,5288,6050,6813
6,467,467.000,328,756,1543,2133,2829,4851,5789,11178,14607
7,514,514.000,349,748,1398,1936,2595,3798,5504,6629,14952
8,562,562.000,320,691,1506,1771,2446,3051,5496,6479,12516
9,518,518.000,313,730,1644,1924,2562,3272,5503,8552,15020
10,540,540.000,292,725,1510,1841,2479,3191,5643,6734,11039
11,535,535.000,308,717,1543,1864,2469,3229,5563,7041,12645
12,584,584.000,266,700,1291,1701,2436,3099,4706,5858,10435
13,543,543.000,299,705,1329,1830,2550,3342,5390,5796,12382
14,570,570.000,264,688,1279,1751,2378,3072,4589,8883,11676
15,491,491.000,258,731,1534,2012,2735,3960,5614,6691,12152
16,617,617.000,298,704,1327,1614,2292,2905,3177,5584,5845
17,530,530.000,276,724,1448,1881,2480,3254,5537,10852,14225
18,577,577.000,301,704,1127,1737,2453,3084,5417,6364,13411
19,364,364.000,307,1186,1570,2724,3576,5540,7185,15401,24856
20,473,473.000,291,720,1577,2112,2640,4516,5629,11284,15470
21,591,591.000,278,654,1070,1683,2417,3070,5436,5800,8583
22,518,518.000,301,695,1538,1928,2553,3680,5421,6976,15021
23,619,619.000,278,661,1255,1608,2377,2971,3219,5573,6351
24,605,605.000,313,690,1438,1647,2392,3003,3333,5668,6708
25,569,569.000,296,698,1488,1754,2459,3092,5339,6071,17384
26,520,520.000,303,714,1567,1915,2427,3248,5614,12179,21652
27,535,535.000,298,684,1620,1863,2523,3060,5407,8015,14765
28,563,563.000,298,672,1463,1772,2419,3045,5445,6705,12292
29,505,505.000,279,669,1582,1976,2508,4095,5558,7925,14256
30,621,621.000,282,644,1150,1604,2344,2924,3321,5709,12176
31,497,497.000,250,703,1558,2009,2635,4099,5610,10677,18754
32,574,574.000,268,695,1494,1734,2492,3108,5315,6012,10010
33,525,525.000,283,712,1491,1902,2564,3722,5515,6261,8803
34,530,530.000,283,682,1591,1879,2443,3227,5440,7247,13980
35,538,538.000,262,673,1544,1853,2517,3400,5407,6618,12911
36,633,633.000,271,655,1235,1574,2254,2924,3204,5580,6201
37,583,583.000,273,666,1627,1709,2454,2981,3432,5724,6465
38,574,574.000,286,679,1227,1746,2514,3131,5298,6157,11390
39,534,534.000,269,674,1511,1861,2517,3366,5464,6195,13523
40,549,549.000,276,655,1323,1816,2495,3139,5156,10375,12790
41,488,488.000,300,718,1597,2041,2560,4754,5805,7310,12840
42,561,561.000,254,682,1361,1777,2489,3218,5433,5746,6271
43,593,593.000,265,652,1324,1680,2425,3036,5205,6093,9188
44,571,571.000,261,671,1335,1742,2519,3129,5086,5844,11699
45,595,595.000,279,702,1237,1676,2422,2975,3985,5771,7161
46,583,583.000,294,688,1348,1709,2383,3053,5366,6401,8569
47,525,525.000,302,674,1498,1900,2579,3707,5485,6236,12715
48,564,564.000,267,691,1490,1768,2505,3165,5036,6100,7246
49,518,518.000,297,725,1204,1925,2569,3596,5452,8074,26158
50,543,543.000,295,696,1613,1837,2529,3250,5234,7612,11699
51,590,590.000,298,717,1143,1687,2420,3070,3430,5855,12045
52,507,507.000,303,773,1731,1966,2631,3565,5472,6972,14018
53,533,533.000,247,737,1604,1870,2532,3241,5475,6217,15898
54,456,456.000,257,736,1641,2184,2691,4980,5912,12099,14528
55,537,537.000,256,679,1451,1857,2573,3865,5349,6101,7026
56,465,465.000,283,722,1569,2142,2916,5280,5744,7617,13558
57,581,581.000,292,699,1484,1720,2521,3100,3430,6167,7431
58,604,604.000,276,693,1556,1647,2396,2963,3186,5519,6007
59,596,596.000,261,679,1480,1664,2429,3012,3372,5658,6484
