Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,137,137.000,1300,3407,5460,7250,9062,13518,21161,27900,33266
1,182,182.000,1364,2392,3596,5472,7327,9309,11436,26696,33277
2,280,280.000,577,1324,2629,3544,4295,6641,8903,18729,71429
3,363,363.000,428,1091,2122,2737,3626,5251,7557,10715,14894
4,405,405.000,479,996,1968,2459,3297,4384,5913,7928,23601
5,433,433.000,407,966,1734,2290,3093,4271,5730,8894,9377
6,290,290.000,436,1200,2227,3427,4410,7736,9950,14558,25836
7,342,342.000,377,999,2036,2911,3568,6940,8610,11297,18048
8,394,394.000,403,961,1920,2529,3088,4879,7087,15236,20790
9,386,386.000,389,915,1882,2573,3137,4836,6983,9799,46462
10,338,338.000,353,954,1914,2964,3608,6869,8873,15614,17532
11,481,481.000,356,856,1629,2047,2837,3663,4508,7364,11430
12,242,242.000,398,1372,2136,4113,5594,9361,13097,22432,29114
13,307,307.000,354,1118,2213,3246,3762,7145,8892,16460,18186
14,473,473.000,352,843,1658,2104,2814,3774,5697,7927,16240
15,408,408.000,360,928,1967,2426,3289,4242,5971,11771,16717
16,351,351.000,411,913,2003,2841,3420,6249,8200,16011,25366
17,344,344.000,336,906,1942,2888,3349,6383,7544,13992,68366
18,251,251.000,690,1541,2432,3962,6043,7516,9456,15180,16714
19,498,498.000,360,809,1529,1997,2879,3711,4624,7914,13726
20,365,365.000,356,909,1949,2729,3418,6581,7763,11710,17263
21,330,330.000,288,1096,1840,3013,4608,6799,7690,13281,14787
22,327,327.000,383,1324,2056,3058,4091,6964,8323,13098,15374
23,445,445.000,348,837,1808,2232,2988,3946,6515,8549,19008
24,312,312.000,352,959,2042,3198,3570,6814,8972,17611,68811
25,420,420.000,343,857,1938,2370,3023,4348,6523,9628,20706
26,446,446.000,350,863,1933,2234,3020,4167,6234,7359,11258
27,454,454.000,310,852,1713,2190,2838,4135,5892,7617,16029
28,260,260.000,339,1615,2293,3835,5817,8412,9666,16613,19918
29,526,526.000,315,756,1360,1906,2663,3464,4114,7380,14402
30,339,339.000,326,988,2098,2919,3766,6091,6972,8717,56628
31,364,364.000,331,942,1958,2753,3377,6228,7080,13468,17636
32,330,330.000,300,1271,1962,2996,3980,6281,7757,13315,14661
33,335,335.000,376,1035,2211,2976,3416,6271,8592,15961,21531
34,454,454.000,331,835,1641,2197,3125,4002,6513,8230,16834
35,410,410.000,346,885,2011,2420,3164,4890,6836,9036,16821
36,431,431.000,345,893,1916,2322,3309,4303,5981,8091,16664
37,440,440.000,332,847,1642,2294,2995,4055,6587,8906,45107
38,371,371.000,327,895,1862,2652,3259,6058,7845,13375,16390
39,312,312.000,298,1380,1959,3172,4978,6908,7761,9308,16604
40,412,412.000,324,870,1823,2416,3126,5048,7067,8892,14612
41,476,476.000,304,789,1565,2094,2887,3971,6597,8546,10416
42,325,325.000,352,1337,1988,3075,4115,6924,7619,14276,15236
43,353,353.000,322,947,1905,2809,3658,6618,7246,13365,17319
44,493,493.000,316,759,1558,2027,2893,3691,5362,9398,16299
45,282,282.000,313,1251,2308,3540,4447,7860,9813,17448,18177
46,176,176.000,804,1921,2847,5649,7393,10644,17859,42871,52066
47,186,186.000,594,1988,5086,5344,7530,9650,11619,19781,23560
48,407,407.000,305,848,1815,2453,3087,5740,7411,9828,17383
49,364,364.000,267,937,1885,2731,3159,6715,7976,9658,15588
50,358,358.000,335,942,2040,2781,3550,6250,7814,13544,18022
51,395,395.000,328,909,1926,2524,3156,5465,7461,13299,16730
52,446,446.000,280,801,1911,2278,3073,3946,5200,8459,57784
53,378,378.000,345,907,2029,2609,3457,5105,7222,9856,17511
54,323,323.000,339,1018,2050,3066,3741,6837,8877,14894,19244
55,334,334.000,361,970,2120,2964,3565,6645,8663,12967,19072
56,360,360.000,328,929,1988,2775,3688,6029,7131,14974,17182
57,408,408.000,401,909,1593,2431,3356,5506,6876,8875,17556
58,229,229.000,755,1778,2685,4372,6592,8805,10491,12886,13959
59,271,271.000,360,1292,2027,3639,4743,7724,10893,16944,49543
