Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,218,218.000,1254,1928,3363,4582,6177,7976,13322,20166,24422
1,422,422.000,512,1006,2113,2346,3292,3922,5454,7689,12018
2,534,534.000,433,849,1491,1862,2600,3272,3702,6762,8658
3,474,474.000,355,816,1513,2105,2897,3978,5686,9483,17956
4,464,464.000,339,761,1690,2140,2547,4278,5999,11371,15594
5,445,445.000,305,746,1647,2243,2786,5118,5826,12566,19574
6,567,567.000,307,678,1200,1753,2393,3102,5404,7402,12975
7,557,557.000,313,679,1143,1788,2491,3154,5604,6242,12242
8,442,442.000,330,746,1716,2260,2749,5238,6070,10838,14471
9,408,408.000,313,820,1668,2436,3021,5614,6425,12767,14120
10,449,449.000,331,728,1663,2232,2748,5435,6051,12499,15981
11,505,505.000,323,685,1539,1952,2463,3888,5516,7680,13574
12,446,446.000,287,775,1494,2234,2978,4688,5648,11569,12230
13,565,565.000,312,705,1408,1763,2500,3085,5276,5924,13658
14,459,459.000,320,732,1618,2165,2732,5253,5864,8441,13417
15,572,572.000,257,702,1518,1742,2539,3107,3901,5982,11022
16,540,540.000,293,661,1301,1845,2406,4178,5577,7526,12088
17,605,605.000,295,677,1399,1647,2384,2998,3435,5652,12056
18,464,464.000,289,710,1503,2150,2749,4707,5951,12150,16548
19,486,486.000,289,719,1470,2053,2789,4850,5603,7589,11633
20,577,577.000,276,702,1464,1725,2433,3041,5095,5934,11292
21,531,531.000,280,689,1533,1878,2423,3241,5325,7380,11446
22,542,542.000,283,653,1512,1840,2415,3139,5206,8501,15665
23,636,636.000,279,635,1150,1575,2275,2854,3957,5700,11431
24,474,474.000,296,663,1681,2107,2540,4989,5866,10367,13609
25,555,555.000,272,695,1562,1788,2546,3201,4230,6409,7869
26,616,616.000,294,698,1327,1617,2310,2943,3225,5688,11490
27,553,553.000,299,664,1310,1807,2465,3542,5066,7710,18770
28,391,391.000,292,876,1659,2543,3079,5851,7136,12734,19190
29,436,436.000,274,687,1560,2287,2837,5355,6049,12706,14038
30,595,595.000,247,649,1458,1675,2405,2984,5004,5934,13979
31,512,512.000,284,693,1652,1948,2542,3979,5417,6990,11020
32,587,587.000,287,688,1399,1701,2396,3048,4639,6127,12207
33,503,503.000,290,706,1503,1981,2618,4432,5720,7940,11934
34,463,463.000,269,706,1624,2153,2694,5270,6071,7434,13900
35,587,587.000,264,672,1366,1696,2446,3098,5273,5641,5826
36,415,415.000,314,1017,1723,2405,3128,5449,5885,11279,12310
37,568,568.000,279,673,1364,1764,2362,3131,5365,7105,13387
38,531,531.000,280,691,1451,1866,2441,3350,5607,6850,14209
39,594,594.000,290,658,1396,1680,2383,3058,5292,5622,5780
40,501,501.000,307,722,1551,1994,2536,4044,5555,7376,15916
41,611,611.000,257,691,1278,1628,2382,2994,3290,5565,5869
42,486,486.000,294,714,1665,2052,2671,4627,5504,6891,12037
43,465,465.000,288,720,1546,2145,2767,5296,5645,11479,14023
44,623,623.000,279,687,1069,1602,2317,2969,3284,5660,7545
45,601,601.000,259,694,1271,1658,2467,3004,3966,5638,6400
46,586,586.000,283,691,1260,1699,2333,3040,3354,6280,13438
47,552,552.000,249,688,1407,1811,2472,3195,5353,6834,13437
48,520,520.000,277,703,1560,1918,2648,3318,5415,6405,12848
49,571,571.000,252,690,1553,1745,2504,3002,4868,6062,8274
50,481,481.000,281,696,1618,2070,2792,4599,5426,8014,12079
51,524,524.000,290,694,1581,1903,2531,3293,5776,6790,13212
52,599,599.000,288,686,1226,1665,2450,3076,3357,6039,6766
53,491,491.000,297,728,1661,2037,2620,4187,5728,9038,14325
54,409,409.000,263,728,1785,2429,3042,5511,6944,9811,14607
55,529,529.000,263,689,1396,1891,2547,3466,5449,6865,14355
56,425,425.000,311,817,1523,2344,3073,5403,6295,11350,12114
57,547,547.000,257,697,1551,1820,2528,3139,5455,6690,8478
58,540,540.000,289,689,1525,1849,2553,3144,5319,6612,13134
59,618,618.000,285,694,1222,1608,2404,2950,3182,5579,7720
