Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1710618432.129111,22933,0,1
5,StockLevel,1710618432.152136,3073,0,1
2,Payment,1710618432.155226,5006,0,1
3,OrderStatus,1710618432.160252,2150,0,1
2,Payment,1710618432.162420,10035,0,1
2,Payment,1710618432.172476,2209,0,1
1,NewOrder,1710618432.174705,5432,0,1
2,Payment,1710618432.180156,1984,0,1
1,NewOrder,1710618432.182154,5466,0,1
1,NewOrder,1710618432.187640,6018,0,1
1,NewOrder,1710618432.193683,5143,0,1
1,NewOrder,1710618432.198849,5644,0,1
1,NewOrder,1710618432.204515,4892,0,1
2,Payment,1710618432.209427,2080,0,1
1,NewOrder,1710618432.211521,5608,0,1
2,Payment,1710618432.217148,1870,0,1
2,Payment,1710618432.219037,1643,0,1
1,NewOrder,1710618432.220698,3068,0,1
1,NewOrder,1710618432.223784,3317,0,1
1,NewOrder,1710618432.227120,5236,0,1
3,OrderStatus,1710618432.232377,1150,0,1
1,NewOrder,1710618432.233542,5259,0,1
1,NewOrder,1710618432.238822,2946,0,1
1,NewOrder,1710618432.241789,4778,0,1
2,Payment,1710618432.246587,2087,0,1
1,NewOrder,1710618432.248693,4576,0,1
1,NewOrder,1710618432.253292,5623,0,1
3,OrderStatus,1710618432.258940,1468,0,1
2,Payment,1710618432.260424,2547,0,1
4,Delivery,1710618432.262991,13956,0,1
1,NewOrder,1710618432.276970,3708,0,1
4,Delivery,1710618432.280700,10069,0,1
2,Payment,1710618432.290794,1599,0,1
5,StockLevel,1710618432.292413,1779,0,1
2,Payment,1710618432.294210,1727,0,1
2,Payment,1710618432.295957,1440,0,1
2,Payment,1710618432.297416,1941,0,1
1,NewOrder,1710618432.299375,4531,0,1
1,NewOrder,1710618432.303928,4066,0,1
2,Payment,1710618432.308018,1828,0,1
2,Payment,1710618432.309867,1457,0,1
1,NewOrder,1710618432.311343,3024,0,1
2,Payment,1710618432.314385,1443,0,1
1,NewOrder,1710618432.315864,4708,0,1
2,Payment,1710618432.320607,1559,0,1
2,Payment,1710618432.322184,1430,0,1
1,NewOrder,1710618432.323632,4646,0,1
2,Payment,1710618432.328300,1474,0,1
1,NewOrder,1710618432.329792,3833,0,1
1,NewOrder,1710618432.333646,4077,0,1
1,NewOrder,1710618432.337743,4823,0,1
2,Payment,1710618432.342590,1741,0,1
2,Payment,1710618432.344352,1412,0,1
2,Payment,1710618432.345781,1287,0,1
2,Payment,1710618432.347085,1232,0,1
2,Payment,1710618432.348333,1334,0,1
2,Payment,1710618432.349685,1453,0,1
1,NewOrder,1710618432.351155,3912,0,1
3,OrderStatus,1710618432.355090,1315,0,1
1,NewOrder,1710618432.356423,2544,0,1
2,Payment,1710618432.358987,1246,0,1
1,NewOrder,1710618432.360251,4009,0,1
5,StockLevel,1710618432.364282,1511,0,1
2,Payment,1710618432.365811,1249,0,1
1,NewOrder,1710618432.367096,4476,0,1
2,Payment,1710618432.371605,1280,0,1
1,NewOrder,1710618432.372903,2986,0,1
1,NewOrder,1710618432.375907,2436,0,1
2,Payment,1710618432.378363,1241,0,1
1,NewOrder,1710618432.379621,4126,0,1
2,Payment,1710618432.383769,1313,0,1
