Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,216,216.000,969,1901,2878,4627,6098,8596,14356,19512,30958
1,405,405.000,461,945,1984,2446,3143,5500,6663,9358,15494
2,468,468.000,308,848,1721,2141,2887,4019,5914,9573,13197
3,421,421.000,335,810,1610,2350,3169,4899,5883,11307,13622
4,482,482.000,300,758,1656,2067,2687,3910,5769,9783,18661
5,507,507.000,264,767,1432,1959,2670,3392,5665,6376,12461
6,540,540.000,257,695,1490,1848,2401,3193,5681,7706,14387
7,523,523.000,272,687,1601,1900,2533,3219,5607,7794,13405
8,465,465.000,290,714,1557,2145,2766,5179,5796,11469,27306
9,566,566.000,258,705,1413,1758,2568,3043,3508,6773,15323
10,593,593.000,249,682,1267,1675,2236,2998,3841,6553,16748
11,483,483.000,263,726,1541,2057,2705,3900,5762,10874,13512
12,596,596.000,258,677,1265,1670,2461,3042,3749,5893,6454
13,518,518.000,217,738,1562,1920,2562,3175,4466,11192,22959
14,397,397.000,256,890,1778,2513,2975,5836,6831,12168,17878
15,448,448.000,246,720,1599,2223,2835,5219,5774,11505,12153
16,581,581.000,216,704,1275,1715,2459,3100,3883,5791,16466
17,621,621.000,252,706,1139,1608,2284,2893,3366,5667,8485
18,432,432.000,257,742,1565,2305,2757,5397,6183,12729,14394
19,562,562.000,257,682,1379,1778,2505,3167,4189,6931,13854
20,547,547.000,251,663,1511,1818,2485,3284,5379,7287,13112
21,611,611.000,259,665,1272,1633,2340,2954,3388,5608,7945
22,505,505.000,251,714,1626,1983,2750,3476,5522,7259,12611
23,486,486.000,244,717,1588,2046,2768,4786,5750,6577,7341
24,533,533.000,251,708,1508,1866,2528,3200,5285,6683,14977
25,427,427.000,265,709,1603,2339,2971,5425,6383,12335,13312
26,588,588.000,237,669,1488,1693,2355,2923,3817,5902,12382
27,585,585.000,241,667,1454,1704,2471,2999,3524,5939,9204
28,572,572.000,217,675,1419,1744,2514,3108,5429,5820,21731
29,569,569.000,247,697,1462,1753,2562,3150,3436,5944,11868
30,487,487.000,215,730,1589,2043,2734,4603,5650,6954,13969
31,539,539.000,230,710,1599,1848,2586,3150,5454,6293,12382
32,618,618.000,232,655,1448,1613,2274,2959,3236,5776,6450
33,648,648.000,230,651,1130,1537,2231,2917,3171,5510,5943
34,408,408.000,235,804,1490,2453,3311,5417,6138,11846,13445
35,627,627.000,234,651,1087,1593,2281,2953,3815,5754,6701
36,600,600.000,234,672,1543,1655,2327,2940,3313,5524,5663
37,602,602.000,217,649,1406,1654,2494,3008,3280,5673,6684
38,575,575.000,250,668,1303,1734,2411,3123,5388,6873,13109
39,503,503.000,218,687,1508,1981,2515,3795,5541,11022,13669
40,569,569.000,224,661,1370,1755,2472,3128,5333,6075,12104
41,546,546.000,227,670,1478,1826,2496,3197,5446,7587,13315
42,583,583.000,240,651,1277,1713,2350,3037,5277,7425,15323
43,234,234.000,575,1523,3584,4252,6383,7925,12090,15360,16852
44,421,421.000,235,717,1676,2368,2946,5500,6446,11839,14809
45,551,551.000,244,700,1368,1810,2572,3514,4926,6154,7122
46,527,527.000,245,709,1678,1892,2622,3130,5456,6844,17126
47,451,451.000,249,730,1529,2232,3073,5310,5914,11223,11868
48,420,420.000,254,839,1572,2348,3269,5299,5971,10745,11995
49,462,462.000,247,734,1627,2162,2848,5126,5719,7152,11804
50,584,584.000,236,658,1295,1707,2391,3128,5270,5823,11316
51,424,424.000,210,683,1637,2361,2798,5415,6750,13851,15610
52,280,280.000,382,1541,2381,3555,5009,7140,8029,14986,15093
53,574,574.000,231,658,1474,1732,2509,3109,5378,6093,7074
54,584,584.000,252,670,1501,1707,2501,3031,3462,5637,14172
55,553,553.000,271,676,1529,1812,2491,3289,5248,6128,11591
56,526,526.000,271,695,1541,1889,2516,3429,5403,6265,14704
57,561,561.000,262,694,1417,1776,2483,3101,5442,5823,11336
58,530,530.000,279,700,1532,1881,2528,3292,5410,6959,12293
59,505,505.000,305,676,1665,1960,2600,3299,5374,7201,15829
