Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,129,129.000,2082,3328,7006,7708,9750,12440,20903,31800,43735
1,175,175.000,1436,2707,4611,5699,8028,10485,12425,19131,25965
2,165,165.000,1190,2269,3180,6024,8273,10370,15148,23526,72097
3,311,311.000,484,1245,2244,3185,4305,6453,8617,12472,17739
4,369,369.000,456,1239,2214,2701,3834,4886,6031,8183,9396
5,294,294.000,409,1504,2526,3375,4172,7326,8747,13789,18708
6,345,345.000,403,1031,2136,2900,3879,6067,7269,10477,16711
7,289,289.000,406,1177,2547,3430,4251,7162,8744,17317,45447
8,298,298.000,330,1283,2554,3348,4327,7109,9467,13591,18691
9,291,291.000,381,1182,2208,3397,4151,7528,9549,16806,20999
10,456,456.000,297,875,1819,2178,3136,4019,4872,6700,8751
11,382,382.000,347,940,1983,2600,3336,5520,6315,14892,17888
12,406,406.000,306,925,2149,2451,3271,4573,6528,8697,16346
13,267,267.000,356,1221,2287,3735,4501,8342,9899,19086,54593
14,292,292.000,377,1229,2487,3401,4223,7335,9209,15785,17179
15,342,342.000,331,974,2041,2904,3612,6030,8634,16107,18521
16,411,411.000,277,970,1843,2422,3468,4756,5980,8208,9049
17,392,392.000,371,976,1954,2511,3324,4778,6751,11591,16677
18,384,384.000,338,912,2205,2588,3588,4786,6336,9831,10993
19,403,403.000,308,941,1995,2471,3264,4419,6305,8879,18917
20,437,437.000,303,912,1626,2244,3309,4322,5625,7153,15401
21,390,390.000,345,930,1600,2547,3276,4355,5673,14669,53006
22,448,448.000,289,941,1886,2221,3298,4134,5073,6843,6943
23,325,325.000,331,1077,2530,3074,4086,6324,7877,10772,16773
24,267,267.000,334,1261,2322,3746,5086,8641,9843,16373,18360
25,398,398.000,342,959,1935,2493,3382,4869,6772,9421,15859
26,353,353.000,326,962,1888,2814,3732,6712,8373,10581,18173
27,423,423.000,337,912,2023,2357,3367,4441,6020,7962,9563
28,384,384.000,339,938,1823,2594,3636,4661,6432,10334,48413
29,228,228.000,354,1654,2692,4361,6468,9415,11002,18379,25134
30,249,249.000,331,1792,2436,4001,6153,8677,9514,15554,16561
31,204,204.000,421,1939,3507,4891,7381,10091,11212,16295,18820
32,408,408.000,333,984,1763,2439,3499,4430,6388,9291,15717
33,423,423.000,337,1010,1523,2353,3538,4506,5167,6985,7401
34,402,402.000,337,1054,2117,2475,3618,4462,5674,7497,9822
35,364,364.000,279,1014,1558,2752,3656,4907,6407,11084,86159
36,275,275.000,316,1154,2568,3624,5148,7657,9112,16201,18578
37,216,216.000,347,1756,2499,4589,6925,9993,15022,19127,23224
38,292,292.000,370,1054,2647,3411,4154,7845,10414,14734,16540
39,424,424.000,327,1057,2001,2348,3503,4368,4874,6776,7110
40,400,400.000,322,1053,2109,2489,3565,4439,6181,9402,11117
41,357,357.000,347,1041,2033,2792,3633,5601,7994,10249,17456
42,293,293.000,328,1084,2131,3400,4024,7264,8956,17066,60390
43,283,283.000,322,1261,2483,3519,4570,7465,9168,14101,17489
44,322,322.000,346,1172,2643,3108,4342,6075,7459,9962,13900
45,306,306.000,332,1124,2297,3237,4370,6647,7916,15973,33393
46,407,407.000,326,967,2026,2446,3548,4585,6628,8105,10306
47,426,426.000,306,920,1844,2350,3207,4495,5986,9312,15750
48,278,278.000,360,1342,2440,3561,4128,8135,10163,17506,21915
49,379,379.000,304,1024,2072,2627,3546,4915,6663,10505,18648
50,335,335.000,309,999,2211,2975,3851,5417,7414,13377,50602
51,393,393.000,300,1004,2175,2534,3649,4526,5816,8371,10617
52,376,376.000,318,937,1792,2650,3768,6070,7176,10051,15315
53,373,373.000,322,1014,2250,2667,3657,4838,6760,9302,18476
54,332,332.000,290,1076,2241,3000,3890,6612,7925,16414,17354
55,426,426.000,307,955,2082,2337,3418,4227,4779,7182,7567
56,319,319.000,325,1055,2099,3139,4060,6637,8885,15173,46341
57,247,247.000,317,1217,2634,4033,5797,9284,10729,17008,20498
58,413,413.000,330,952,2124,2404,3345,4575,5920,7281,9095
59,332,332.000,272,1019,2157,2984,3858,6441,8883,10894,18083
