Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,189,189.000,1463,2203,4375,5259,6387,8972,14352,20780,36180
1,370,370.000,556,1074,2095,2682,3258,5869,7008,12188,16045
2,292,292.000,728,1333,2511,3411,4541,6393,10031,15598,20083
3,348,348.000,470,929,1812,2877,3389,6119,7568,18377,21214
4,566,566.000,361,759,1459,1749,2419,3141,3674,6036,7099
5,321,321.000,359,1365,1943,3113,4492,6320,7374,13087,16552
6,496,496.000,283,707,1484,2010,2664,4930,5690,7558,14516
7,342,342.000,396,988,1882,2915,3828,6261,7662,13497,14426
8,440,440.000,298,764,1600,2264,2815,5602,6178,11389,15393
9,273,273.000,327,1526,1998,3645,5597,7160,9534,13595,15121
10,345,345.000,416,1256,1897,2900,3901,5807,7685,11869,13710
11,390,390.000,339,1040,1698,2554,3162,5654,6280,13444,13924
12,567,567.000,315,704,1487,1752,2463,3067,3407,5971,25672
13,337,337.000,349,1296,1927,2966,4511,6055,7255,12818,14018
14,368,368.000,324,894,1820,2700,3905,5982,6713,11969,14428
15,317,317.000,337,1396,1810,3155,4922,6453,8308,13307,15262
16,417,417.000,299,723,1741,2386,2893,5714,6833,13123,13853
17,284,284.000,342,1499,2023,3447,5419,6749,7535,13005,14019
18,549,549.000,258,684,1494,1817,2516,3243,5389,7113,9520
19,593,593.000,263,685,1357,1688,2480,3083,3400,5904,7043
20,320,320.000,345,1311,1953,3105,4415,6644,7966,13614,20515
21,495,495.000,293,717,1476,2015,2647,4686,5590,7187,13138
22,463,463.000,314,745,1515,2154,2680,4797,6329,12961,14363
23,360,360.000,350,1306,1684,2775,4388,5707,6614,11713,12843
24,368,368.000,285,1200,1926,2710,3503,6060,7156,11976,13511
25,326,326.000,308,753,1993,3073,2921,5888,7975,21901,75020
26,243,243.000,417,1731,2325,4085,5918,8953,10088,20067,26332
27,283,283.000,336,1446,2117,3535,4883,7060,9127,18821,32577
28,337,337.000,315,1300,1777,2962,3722,6665,8078,14234,15285
29,277,277.000,343,1507,2012,3579,5587,7274,8514,14235,17907
30,298,298.000,617,1458,2066,3351,4972,6647,7893,14444,15206
31,455,455.000,294,799,1689,2205,2775,4752,5686,9470,13037
32,469,469.000,279,698,1586,2114,2573,5303,6157,8620,14404
33,362,362.000,308,1015,1869,2756,3992,5990,7286,12901,13478
34,433,433.000,310,738,1601,2318,2777,5203,6573,12390,14229
35,273,273.000,294,1515,1961,3645,5613,7520,11590,14131,15045
36,452,452.000,283,727,1575,2205,2768,4818,6266,12572,14304
37,294,294.000,300,1478,1913,3391,5133,7199,8320,15293,23107
38,447,447.000,301,721,1738,2230,2777,5118,5990,11173,15130
39,366,366.000,305,788,1823,2724,3700,6432,7466,10460,16093
40,570,570.000,290,676,1523,1747,2559,3206,3872,6054,6690
41,384,384.000,288,767,1762,2604,3033,6071,7109,13843,14385
42,284,284.000,311,1534,2333,3514,5296,6992,7903,14560,16696
43,313,313.000,299,1441,1889,3190,4885,6808,7721,13701,15005
44,375,375.000,302,731,1749,2656,3082,6219,8015,13410,15998
45,255,255.000,608,1487,3237,3911,5604,7347,12094,14017,15221
46,400,400.000,293,754,1910,2493,3110,5852,6718,12620,13181
47,480,480.000,291,683,1690,2080,2645,4927,5675,7884,13279
48,360,360.000,298,749,1741,2770,3922,6487,7806,13305,15906
49,396,396.000,298,1195,1601,2521,3840,5456,5995,11659,12227
50,306,306.000,316,1423,2160,3264,4838,6448,8245,13365,14298
51,312,312.000,456,1280,2503,3200,4660,6398,7203,11350,14844
52,294,294.000,444,1495,1881,3388,5076,6788,8407,13340,14030
53,600,600.000,295,662,1284,1663,2468,3054,3972,5745,5954
54,442,442.000,262,699,1665,2257,2515,5315,6353,12872,14692
55,328,328.000,297,1330,2102,3043,4495,6524,7936,12602,13475
56,430,430.000,298,902,1656,2326,3060,5205,6098,8559,13417
57,366,366.000,296,1192,1746,2730,3874,6357,7025,10137,13050
58,352,352.000,287,1277,1913,2857,3903,6528,7264,12830,13592
59,303,303.000,252,1411,1902,3240,4887,6335,7865,13291,13595
