Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,243,243.000,949,1506,2905,4111,5005,8652,10286,21956,29433
1,290,290.000,589,1285,2465,3419,4382,7347,9531,15674,17399
2,297,297.000,456,1159,2201,3335,3533,6522,10516,30323,43959
3,234,234.000,561,1280,2892,4317,5051,9737,13740,23467,31230
4,237,237.000,403,1633,2520,4153,5814,7762,8861,16947,76095
5,492,492.000,370,786,1639,2024,2730,3419,5883,7540,13194
6,514,514.000,284,765,1380,1927,2542,3701,5624,7868,13798
7,440,440.000,349,767,1691,2270,2799,5458,6051,8548,14349
8,515,515.000,347,757,1650,1931,2598,3377,5219,6394,14260
9,498,498.000,308,732,1621,2001,2593,3574,5616,11714,15619
10,436,436.000,335,850,1733,2276,2995,5272,6198,7507,14522
11,540,540.000,349,748,1549,1843,2581,3135,5193,6487,12288
12,451,451.000,323,724,1669,2209,2724,4997,6145,12144,13574
13,506,506.000,315,766,1696,1976,2644,3615,5343,7333,12593
14,433,433.000,370,865,1735,2280,2968,4588,6315,7981,13016
15,424,424.000,335,815,1741,2339,2861,5531,6442,8286,16109
16,278,278.000,368,1008,2065,3577,3748,7644,9554,33337,69382
17,498,498.000,278,790,1484,1997,2645,3602,5502,7503,27987
18,536,536.000,280,707,1391,1847,2612,3570,5438,6474,7971
19,515,515.000,316,701,1506,1913,2611,3348,5561,7527,16944
20,381,381.000,276,792,1760,2627,2838,5614,7693,16022,55760
21,440,440.000,304,751,1793,2253,2773,4815,6684,9466,21659
22,511,511.000,319,732,1559,1952,2515,3720,5789,7140,15958
23,508,508.000,328,749,1632,1960,2753,3522,5779,6645,9016
24,470,470.000,339,766,1745,2118,2837,3756,5835,8283,15116
25,481,481.000,320,763,1700,2074,2735,3834,5693,7419,14140
26,535,535.000,298,709,1504,1862,2514,3534,5405,5988,12121
27,441,441.000,303,737,1550,2257,2848,5202,5783,11683,18687
28,509,509.000,289,675,1641,1965,2452,3224,5656,9407,15209
29,480,480.000,292,676,1574,2079,2635,4898,5875,8528,13527
30,533,533.000,299,708,1501,1869,2500,3309,5507,7620,12198
31,552,552.000,294,699,1262,1803,2463,3209,5550,6320,15958
32,476,476.000,247,719,1686,2093,2688,3898,5637,11308,32597
33,427,427.000,302,734,1709,2338,2818,5383,6007,11836,18125
34,521,521.000,282,665,1485,1926,2388,3747,5649,11196,16961
35,409,409.000,304,863,1532,2420,3070,5360,6064,11578,15614
36,576,576.000,301,693,1529,1734,2452,3003,3793,5772,12900
37,300,300.000,294,774,1950,3317,3725,8332,10817,20007,20276
38,548,548.000,301,717,1557,1817,2483,3160,5481,7475,12587
39,557,557.000,267,693,1479,1792,2400,3189,5276,6519,13271
40,570,570.000,280,663,1283,1747,2439,3188,5267,6134,12628
41,577,577.000,272,662,1342,1726,2410,3129,5272,6306,7584
42,434,434.000,283,738,1554,2301,2959,5264,5810,11481,13631
43,541,541.000,297,710,1508,1844,2401,3326,5258,6445,11996
44,508,508.000,262,707,1475,1969,2672,4697,5488,6235,11803
45,411,411.000,296,841,1826,2420,3070,5363,6418,7801,11798
46,474,474.000,293,723,1570,2105,2579,4596,5769,11801,13673
47,516,516.000,286,703,1529,1932,2485,4322,5740,6987,12598
48,541,541.000,286,736,1610,1838,2502,3203,5799,6493,8035
49,589,589.000,310,694,1325,1691,2451,3123,3491,5955,6845
50,518,518.000,293,739,1327,1923,2653,3544,5669,7943,15380
51,438,438.000,279,796,1734,2280,3000,5192,6085,7337,16018
52,529,529.000,297,724,1521,1879,2570,3411,5544,6949,11967
53,464,464.000,299,803,1753,2150,2811,4489,5707,8231,15755
54,474,474.000,284,717,1616,2098,2703,5043,5835,7236,12329
55,465,465.000,271,771,1636,2142,2829,4206,6013,11926,14136
56,586,586.000,288,678,1470,1699,2488,3089,3377,5728,12176
57,398,398.000,297,820,1583,2513,3234,5461,6310,13290,14136
58,550,550.000,291,687,1348,1809,2316,3194,5307,11176,12604
59,375,375.000,262,873,1767,2651,3186,5697,6791,14082,20158
