Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,121,121.000,1582,3504,5928,8244,10366,15468,19666,34737,53489
1,142,142.000,1403,2938,5054,6980,9880,12499,18046,26417,26841
2,131,131.000,829,2919,5109,7855,9848,12390,16735,24333,153808
3,155,155.000,1069,2478,5270,6203,8711,11793,15296,19931,22463
4,351,351.000,580,1248,2054,2826,3998,4996,7615,9113,17277
5,252,252.000,596,1448,2983,3989,4888,8445,10214,19066,27452
6,265,265.000,501,1274,2997,3727,4675,7892,9720,18250,25687
7,290,290.000,486,1289,2731,3450,4518,7818,9862,14398,16393
8,142,142.000,1225,2762,4186,6965,10580,13809,17561,23127,34306
9,199,199.000,489,1511,3217,4991,7580,10730,13649,21173,28209
10,149,149.000,1037,2660,5270,6756,9207,13956,17837,27596,30090
11,192,192.000,473,1593,3274,5149,7436,11314,14062,24983,28039
12,325,325.000,414,1190,2507,3059,4280,5130,7528,17239,24726
13,254,254.000,456,1480,2840,3915,5342,8308,10199,17372,19415
14,207,207.000,549,2256,3954,4808,6583,9279,11558,16565,22863
15,265,265.000,477,1303,2738,3750,4714,8108,9704,17618,27880
16,189,189.000,581,1974,3155,5316,7259,11172,13628,23134,65650
17,272,272.000,448,1403,2696,3652,4833,7846,9403,14508,20769
18,187,187.000,1079,2127,3214,5294,8031,9810,12187,23252,23869
19,270,270.000,366,1287,2528,3685,4970,8394,10076,16014,17812
20,229,229.000,529,1600,3078,4361,5092,9770,11860,21012,21966
21,211,211.000,450,1158,3015,4711,7355,10948,12747,18361,24103
22,193,193.000,462,1981,3633,5164,7400,9977,12675,33322,34050
23,271,271.000,420,1346,3110,3696,4906,7366,9447,12634,22374
24,284,284.000,453,1252,2303,3464,4450,7602,9613,18354,21222
25,295,295.000,432,1286,2566,3375,4460,6929,9288,14762,22572
26,181,181.000,785,2203,3345,5511,8747,11261,12825,19348,20827
27,205,205.000,396,1194,3220,4871,5233,11903,17385,28229,46260
28,208,208.000,414,1920,2988,4793,7149,10714,13100,18974,21952
29,295,295.000,460,1147,2478,3374,4390,7463,9348,11589,23152
30,214,214.000,427,1558,3103,4705,6424,9829,13249,19356,33118
31,210,210.000,387,1997,2856,4708,7190,10431,12314,18776,19676
32,247,247.000,463,1241,3032,4039,5055,9572,11681,15668,17653
33,211,211.000,447,1298,2871,4740,6431,9987,14411,23025,28296
34,227,227.000,441,1307,3035,4380,4796,9315,13253,26075,31814
35,280,280.000,393,1213,2640,3556,4339,6090,7526,20575,118023
36,216,216.000,418,2000,2966,4614,6680,10314,12509,17810,19015
37,237,237.000,454,1505,3036,4209,5454,9586,11527,14510,21226
38,241,241.000,434,1392,2506,4130,5817,8996,11261,16465,18287
39,188,188.000,869,2079,4414,5330,7981,9877,12260,17592,20198
40,239,239.000,460,1341,2897,4151,5406,9224,10651,17654,39363
41,251,251.000,408,1577,3037,3965,5307,8352,10277,17022,18975
42,326,326.000,395,1117,2169,3107,4125,7060,8726,13193,24308
43,182,182.000,493,1955,3413,5382,7077,11815,15333,29724,30392
44,382,382.000,400,1130,1688,2609,3713,4822,5648,8958,18646
45,236,236.000,498,1968,2834,4244,5808,8944,11367,17606,21213
46,308,308.000,385,1143,2793,3217,4165,5556,7861,14085,20422
47,267,267.000,408,1172,2550,3793,4747,8570,10045,18138,18452
48,181,181.000,778,2080,4645,5448,7624,9977,15592,17978,19399
49,331,331.000,413,1093,2079,3005,4013,6923,7890,12111,17528
50,205,205.000,405,2015,2756,4870,6956,9728,13465,17361,32586
51,225,225.000,362,1705,2965,4469,6559,9469,12432,16494,25733
52,206,206.000,791,1978,2941,4798,6959,9974,12047,17617,26076
53,247,247.000,397,1850,2526,4034,6272,8492,9557,15552,16728
54,362,362.000,385,1023,2015,2762,3560,5030,7979,11294,18335
55,192,192.000,850,2013,2727,5204,7947,10177,15567,17942,18587
56,284,284.000,386,1120,2611,3499,4785,7565,9388,11568,16455
57,237,237.000,397,1894,2258,4235,6002,9009,9684,16092,16156
58,337,337.000,343,1058,2306,2936,4130,6287,7681,9797,16372
59,250,250.000,424,1671,2823,3977,5569,8270,10034,15200,16510
