Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,OrderStatus,1710827700.527719,14334,0,1
5,StockLevel,1710827700.542246,7218,0,1
1,NewOrder,1710827700.549487,13183,0,1
2,Payment,1710827700.562695,9910,0,1
1,NewOrder,1710827700.572628,9854,0,1
1,NewOrder,1710827700.582506,8806,0,1
2,Payment,1710827700.591337,8401,0,1
1,NewOrder,1710827700.599761,8600,0,1
1,NewOrder,1710827700.608385,6070,0,1
2,Payment,1710827700.614479,3078,0,1
2,Payment,1710827700.617582,2774,0,1
2,Payment,1710827700.620378,2958,0,1
1,NewOrder,1710827700.623359,10940,0,1
1,NewOrder,1710827700.634335,7374,0,1
1,NewOrder,1710827700.641734,7163,0,1
1,NewOrder,1710827700.648922,5730,0,1
1,NewOrder,1710827700.654678,4819,0,1
5,StockLevel,1710827700.659527,2646,0,1
1,NewOrder,1710827700.662198,6473,0,1
1,NewOrder,1710827700.668696,5995,0,1
2,Payment,1710827700.674718,2917,0,1
1,NewOrder,1710827700.677667,4395,0,1
2,Payment,1710827700.682090,2564,0,1
1,NewOrder,1710827700.684684,7308,0,1
1,NewOrder,1710827700.692020,5097,0,1
1,NewOrder,1710827700.697143,7968,0,1
4,Delivery,1710827700.705139,24750,0,1
2,Payment,1710827700.729918,2850,0,1
1,NewOrder,1710827700.732793,6730,0,1
2,Payment,1710827700.739553,2893,0,1
1,NewOrder,1710827700.742470,5887,0,1
2,Payment,1710827700.748385,2234,0,1
1,NewOrder,1710827700.750648,6476,0,1
1,NewOrder,1710827700.757153,4418,0,1
1,NewOrder,1710827700.761599,3773,0,1
2,Payment,1710827700.765398,1803,0,1
1,NewOrder,1710827700.767220,4600,0,1
1,NewOrder,1710827700.771847,7008,0,1
1,NewOrder,1710827700.778883,6219,0,1
2,Payment,1710827700.785126,8161,0,1
1,NewOrder,1710827700.793313,4581,0,1
2,Payment,1710827700.797918,1725,0,1
2,Payment,1710827700.799663,1981,0,1
2,Payment,1710827700.801696,1752,0,1
1,NewOrder,1710827700.803492,7030,0,1
1,NewOrder,1710827700.810552,4447,0,1
2,Payment,1710827700.815025,1978,0,1
1,NewOrder,1710827700.817028,4458,0,1
1,NewOrder,1710827700.821510,7717,0,1
2,Payment,1710827700.829256,1759,0,1
4,Delivery,1710827700.831036,13761,0,1
2,Payment,1710827700.844823,1666,0,1
4,Delivery,1710827700.846510,14198,0,1
1,NewOrder,1710827700.860735,5881,0,1
2,Payment,1710827700.866657,1925,0,1
1,NewOrder,1710827700.868609,6272,0,1
1,NewOrder,1710827700.874911,5677,0,1
1,NewOrder,1710827700.880616,5132,0,1
1,NewOrder,1710827700.885780,5046,0,1
1,NewOrder,1710827700.890856,3999,0,1
1,NewOrder,1710827700.894890,6323,0,1
4,Delivery,1710827700.901245,12805,0,1
1,NewOrder,1710827700.914076,4115,0,1
1,NewOrder,1710827700.918449,7263,0,1
2,Payment,1710827700.926235,3360,0,1
1,NewOrder,1710827700.929617,6993,0,1
1,NewOrder,1710827700.936637,10778,0,1
2,Payment,1710827700.947442,2535,0,1
1,NewOrder,1710827700.949997,11884,0,1
2,Payment,1710827700.961908,2453,0,1
1,NewOrder,1710827700.964381,6460,0,1
2,Payment,1710827700.970869,2392,0,1
4,Delivery,1710827700.973280,19742,0,1
2,Payment,1710827700.993057,2598,0,1
1,NewOrder,1710827700.995688,10704,0,1
2,Payment,1710827701.006416,2667,0,1
2,Payment,1710827701.009103,2144,0,1
1,NewOrder,1710827701.011261,10250,0,1
2,Payment,1710827701.021573,2603,0,1
2,Payment,1710827701.024195,1561,0,1
1,NewOrder,1710827701.025776,5674,0,1
2,Payment,1710827701.031471,1634,0,1
2,Payment,1710827701.033123,1535,0,1
1,NewOrder,1710827701.034676,6835,0,1
2,Payment,1710827701.041541,1634,0,1
2,Payment,1710827701.043193,1661,0,1
2,Payment,1710827701.044875,1496,0,1
2,Payment,1710827701.046391,1509,0,1
2,Payment,1710827701.047918,1592,0,1
2,Payment,1710827701.049530,1537,0,1
2,Payment,1710827701.051086,1496,0,1
1,NewOrder,1710827701.052600,7133,0,1
2,Payment,1710827701.059760,1791,0,1
2,Payment,1710827701.061571,1508,0,1
2,Payment,1710827701.063097,1543,0,1
2,Payment,1710827701.064657,1386,0,1
1,NewOrder,1710827701.066060,6431,0,1
2,Payment,1710827701.072516,1445,0,1
1,NewOrder,1710827701.073982,4341,0,1
2,Payment,1710827701.078344,1436,0,1
2,Payment,1710827701.079799,1337,0,1
4,Delivery,1710827701.081151,12121,0,1
2,Payment,1710827701.093298,1564,0,1
2,Payment,1710827701.094883,1415,0,1
2,Payment,1710827701.096315,1277,0,1
2,Payment,1710827701.097609,1452,0,1
1,NewOrder,1710827701.099080,3397,0,1
1,NewOrder,1710827701.102497,5840,0,1
1,NewOrder,1710827701.108365,4098,0,1
