Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,204,204.000,1093,1935,3501,4875,6377,8808,14876,19663,36487
1,336,336.000,607,1144,2170,2955,3691,6575,7878,14381,17913
2,361,361.000,479,995,1783,2759,3277,6265,7138,13613,21666
3,299,299.000,377,1398,2058,3333,4856,6711,8189,14364,16211
4,368,368.000,398,1011,1891,2705,3574,5843,6782,12830,19264
5,292,292.000,637,1425,2125,3419,4847,6573,9829,15237,19863
6,396,396.000,365,890,1808,2508,3128,5511,6844,11692,25246
7,348,348.000,343,1325,1762,2871,4157,6084,6715,12401,14032
8,281,281.000,420,1480,3192,3541,4906,6375,7911,13170,13892
9,444,444.000,351,819,1717,2230,3030,4278,6075,8860,15997
10,459,459.000,352,757,1689,2172,2627,3604,6273,13528,19160
11,365,365.000,347,983,1862,2723,3832,6072,7165,12595,14612
12,402,402.000,409,892,1706,2473,3159,5414,6485,12317,12832
13,293,293.000,343,1511,1895,3401,4845,6976,8615,14675,15001
14,372,372.000,346,926,1722,2674,3584,5929,6914,13490,16100
15,437,437.000,330,759,1599,2275,2916,5599,6436,9518,12329
16,352,352.000,328,1122,2059,2844,3647,6323,7420,11955,14582
17,254,254.000,368,1515,3226,3915,5475,7494,12182,14070,14769
18,296,296.000,345,1580,2206,3359,5128,6746,7791,13706,13831
19,329,329.000,335,1338,1800,3030,4630,5854,6516,12001,12249
20,298,298.000,356,1415,1996,3350,5006,7198,8198,13980,16314
21,255,255.000,614,1572,2005,3906,5614,7421,8567,14528,14601
22,366,366.000,271,808,1740,2737,3401,6596,7588,13738,14388
23,421,421.000,300,760,1719,2361,3007,5467,6189,12482,15291
24,234,234.000,693,1698,3555,4311,6579,8404,9158,14780,15000
25,354,354.000,328,933,1788,2780,3678,6496,7326,14236,14923
26,539,539.000,299,736,1543,1849,2561,3268,5669,6633,9746
27,347,347.000,335,1184,1837,2900,3989,6069,7467,13967,14717
28,350,350.000,295,1347,1845,2820,3762,6438,7433,13604,14361
29,377,377.000,327,933,1781,2647,3189,5921,6888,12089,18495
30,584,584.000,302,708,1416,1714,2501,3125,3370,6034,7500
31,433,433.000,316,769,1704,2310,2829,5642,6483,12066,15837
32,451,451.000,324,724,1594,2190,2822,5508,6132,11815,12641
33,500,500.000,315,749,1654,1994,2698,3732,5735,6664,7164
34,487,487.000,314,765,1560,2045,2735,3709,5772,8007,14776
35,497,497.000,275,738,1572,2007,2674,3734,5756,7031,13472
36,322,322.000,330,1392,1897,3095,4612,6573,7914,13395,13909
37,261,261.000,332,1588,2206,3821,5735,7143,11180,14402,14822
38,353,353.000,295,1315,1816,2826,3950,6127,6801,12181,15818
39,392,392.000,305,874,1685,2548,3259,5787,6642,11913,13918
40,391,391.000,329,724,1748,2559,3062,6034,7697,14127,16358
41,284,284.000,305,1536,2012,3502,5210,7726,8261,13923,14276
42,430,430.000,254,719,1584,2312,2874,5775,6615,13075,15872
43,283,283.000,597,1408,1782,3541,5383,6619,7198,13301,13412
44,390,390.000,323,760,1684,2543,3315,5682,6499,12838,13491
45,387,387.000,300,770,1813,2581,3119,6141,6986,13745,14031
46,490,490.000,300,706,1600,2041,2485,4557,6388,8795,13957
47,415,415.000,314,776,1734,2398,3001,5555,6258,13499,14384
48,439,439.000,297,718,1680,2265,2793,5495,6652,8975,14168
49,489,489.000,307,784,1618,2040,2726,3586,5517,8086,12701
50,486,486.000,306,796,1744,2061,2810,3513,5224,8886,16170
51,278,278.000,466,1365,2083,3568,5161,7691,8662,11906,15892
52,282,282.000,417,1389,2813,3555,5087,7009,9208,13877,15630
53,459,459.000,263,798,1679,2159,2844,5004,5768,8225,12118
54,544,544.000,298,773,1677,1836,2595,3265,4764,6077,7162
55,401,401.000,329,806,1829,2483,3046,5782,7617,10044,16079
56,363,363.000,284,856,1964,2745,3387,6127,7723,9322,14899
57,512,512.000,270,772,1761,1962,2660,3340,3881,7856,14964
58,324,324.000,283,1373,1843,3053,4417,6442,8097,13239,14914
59,395,395.000,345,802,1761,2504,3041,6170,7298,9009,15550
