Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,122,122.000,1302,2454,4446,8182,8060,15053,23211,36302,164582
1,188,188.000,1051,2166,3582,5298,7098,12092,14083,21017,23549
2,161,161.000,812,2295,4095,6135,8285,12182,15842,23949,47451
3,195,195.000,743,1740,3361,5109,6301,10124,14289,38265,54897
4,217,217.000,629,1393,3152,4586,5446,9056,10621,23143,65486
5,331,331.000,460,1253,2448,3020,3860,6183,7881,11163,12919
6,333,333.000,397,1092,2039,2979,3951,6348,8040,13402,24114
7,232,232.000,572,1726,3044,4315,5935,9121,11483,15790,17603
8,304,304.000,384,1178,2378,3226,3933,7217,9096,15378,20620
9,324,324.000,507,1159,2275,3069,3956,7018,8822,12041,19122
10,398,398.000,372,955,2039,2524,3283,4550,6903,10621,16913
11,334,334.000,473,1158,2337,2938,3957,5918,7977,10208,13403
12,413,413.000,476,1017,1749,2424,3372,4464,5898,8611,14727
13,238,238.000,470,1203,2637,4135,4876,8225,10208,33201,66992
14,261,261.000,510,1172,2655,3820,4417,6861,8983,24750,84986
15,248,248.000,472,1241,3121,4033,4868,9362,11236,22084,33719
16,231,231.000,546,1885,3008,4285,5975,8984,10387,15264,17773
17,256,256.000,502,1285,2742,3871,4864,8648,12234,15028,22296
18,351,351.000,431,1156,2109,2833,4030,5087,6176,10567,17273
19,211,211.000,548,1829,2827,4707,6585,9497,11172,25200,27605
20,245,245.000,489,1889,2549,4074,5844,8562,9285,17593,19630
21,237,237.000,475,1937,2639,4188,5548,8689,9478,19642,24602
22,308,308.000,461,1173,2270,3241,4150,6540,9525,12949,27741
23,273,273.000,570,1233,2447,3641,4577,9587,10503,16449,20746
24,258,258.000,399,1293,2639,3857,4763,8768,11013,20466,20709
25,310,310.000,462,1173,2811,3194,4138,5911,8818,11190,19819
26,367,367.000,446,1096,2057,2707,4039,5092,5691,8956,13276
27,230,230.000,488,1374,2908,4355,4838,10145,11605,21630,61979
28,167,167.000,469,1592,2859,5961,6206,10649,14418,45553,175696
29,265,265.000,501,1246,2735,3737,4582,7265,10420,20203,26782
30,359,359.000,469,1070,2326,2771,3745,5057,8025,11351,16120
31,351,351.000,466,1117,2044,2853,3741,5401,8822,11324,12232
32,309,309.000,451,1154,2455,3202,4128,5666,8787,17780,29578
33,270,270.000,506,1243,2717,3694,4663,8642,10013,21425,25323
34,282,282.000,448,1231,2324,3526,4231,6161,10080,21899,73464
35,191,191.000,484,1353,2602,5269,4900,9010,14038,94498,99462
36,240,240.000,513,1283,3159,4212,5121,7828,11603,37930,51940
37,194,194.000,659,2224,3239,5045,7653,10527,12280,20672,23249
38,226,226.000,503,1491,3096,4382,5175,11115,12208,15239,22205
39,232,232.000,567,1423,3032,4298,5646,9624,11456,23081,31249
40,279,279.000,454,1439,2726,3568,5098,6617,9620,11448,19208
41,262,262.000,543,1517,2972,3832,4877,8072,10390,13796,19952
42,245,245.000,502,1379,2957,4020,4911,9236,11894,14123,23982
43,294,294.000,449,1322,3090,3402,4595,5870,7699,14356,31974
44,301,301.000,490,1255,2952,3292,4394,5600,7320,12178,15422
45,285,285.000,507,1269,2723,3508,4711,6688,9976,16461,22549
46,243,243.000,498,1332,2810,4095,5180,10317,11683,18165,23278
47,291,291.000,498,1296,2612,3423,4656,6858,9103,13447,19545
48,340,340.000,426,1174,2203,2928,4197,5581,7617,10967,12670
49,307,307.000,434,1146,2281,3239,3832,6842,8691,18527,26954
50,333,333.000,465,1156,2487,2991,4166,5129,8338,10768,27856
51,268,268.000,430,1199,2700,3715,4743,8573,10368,20106,26911
52,238,238.000,450,1380,2992,4178,5035,10052,12341,17708,40201
53,254,254.000,397,1183,2526,3940,5070,8750,10260,23609,27286
54,275,275.000,435,1238,2646,3631,4484,6402,9701,17925,80676
55,288,288.000,453,1281,2622,3443,4675,7596,8756,15176,23223
56,301,301.000,386,1224,2733,3298,4567,6064,7717,12332,19983
57,332,332.000,432,1136,2387,3041,4106,5869,8548,11324,16271
58,250,250.000,425,1176,2305,3936,4297,7754,9460,20341,123232
59,307,307.000,430,1038,2452,3227,3920,5286,8442,13174,81576
