Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1710822968.883823,10775,0,1
2,Payment,1710822968.894700,3499,0,1
2,Payment,1710822968.898216,8025,0,1
1,NewOrder,1710822968.906262,15829,0,1
2,Payment,1710822968.922114,2295,0,1
2,Payment,1710822968.924427,3519,0,1
3,OrderStatus,1710822968.927965,2800,0,1
1,NewOrder,1710822968.930780,13065,0,1
1,NewOrder,1710822968.943869,15575,0,1
4,Delivery,1710822968.959463,23086,0,1
1,NewOrder,1710822968.982569,8484,0,1
5,StockLevel,1710822968.991090,3558,0,1
1,NewOrder,1710822968.994670,6296,0,1
2,Payment,1710822969.000988,5429,0,1
3,OrderStatus,1710822969.006445,1670,0,1
1,NewOrder,1710822969.008135,4951,0,1
2,Payment,1710822969.013107,2078,0,1
2,Payment,1710822969.015206,2573,0,1
2,Payment,1710822969.017799,3651,0,1
1,NewOrder,1710822969.021474,7004,0,1
1,NewOrder,1710822969.028502,4935,0,1
2,Payment,1710822969.033458,2128,0,1
2,Payment,1710822969.035605,1977,0,1
2,Payment,1710822969.037649,3472,0,1
1,NewOrder,1710822969.041145,16374,0,1
1,NewOrder,1710822969.057548,17481,0,1
1,NewOrder,1710822969.075062,7928,0,1
4,Delivery,1710822969.083020,35459,0,1
2,Payment,1710822969.118628,3864,0,1
1,NewOrder,1710822969.122515,9372,0,1
4,Delivery,1710822969.131952,29355,0,1
2,Payment,1710822969.161334,2610,0,1
2,Payment,1710822969.163971,2829,0,1
2,Payment,1710822969.166821,3064,0,1
1,NewOrder,1710822969.169908,6782,0,1
2,Payment,1710822969.176715,3872,0,1
1,NewOrder,1710822969.180646,5508,0,1
1,NewOrder,1710822969.186179,9491,0,1
1,NewOrder,1710822969.195735,7728,0,1
4,Delivery,1710822969.203528,17371,0,1
1,NewOrder,1710822969.220923,8306,0,1
2,Payment,1710822969.229253,2533,0,1
3,OrderStatus,1710822969.231807,3308,0,1
1,NewOrder,1710822969.235228,7899,0,1
2,Payment,1710822969.243166,20693,0,1
2,Payment,1710822969.263943,2250,0,1
1,NewOrder,1710822969.266453,7312,0,1
4,Delivery,1710822969.273791,16137,0,1
2,Payment,1710822969.289949,1899,0,1
1,NewOrder,1710822969.291863,7441,0,1
2,Payment,1710822969.299325,1828,0,1
1,NewOrder,1710822969.301168,8198,0,1
1,NewOrder,1710822969.309390,5844,0,1
1,NewOrder,1710822969.315255,6408,0,1
2,Payment,1710822969.321705,2356,0,1
3,OrderStatus,1710822969.324206,1770,0,1
1,NewOrder,1710822969.325995,3858,0,1
1,NewOrder,1710822969.329873,5579,0,1
2,Payment,1710822969.335475,2150,0,1
1,NewOrder,1710822969.337650,8106,0,1
2,Payment,1710822969.345781,2070,0,1
