Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,170,170.000,1582,2459,4670,5858,7310,10404,16926,21313,23055
1,174,174.000,1207,2051,4929,5729,7212,11253,15711,26149,28870
2,365,365.000,490,995,2245,2713,3313,6252,7205,13082,15665
3,437,437.000,366,883,1635,2276,3026,4724,6011,9270,16920
4,298,298.000,411,1463,1887,3352,4704,6650,8207,14697,14994
5,271,271.000,398,1378,2124,3664,5064,7375,10089,17984,21413
6,239,239.000,513,1580,2980,4174,5812,8564,11927,17115,20275
7,363,363.000,328,1021,2006,2741,3522,5855,7298,11890,14749
8,373,373.000,369,926,1810,2664,3414,5993,7050,12783,19628
9,384,384.000,376,913,1910,2593,3229,5389,7117,13526,18960
10,205,205.000,827,1841,3898,4850,6537,9237,12669,16662,24592
11,286,286.000,441,1519,2137,3481,4854,7368,8504,15827,20020
12,364,364.000,382,929,1951,2734,3618,5982,7210,14042,19003
13,396,396.000,356,979,1758,2565,3320,5738,6676,12496,26025
14,533,533.000,338,725,1554,1824,2625,3293,3951,6046,7873
15,340,340.000,347,1259,1981,2940,4296,6253,7131,11558,13927
16,510,510.000,334,757,1561,1931,2685,3548,5715,7334,9602
17,596,596.000,301,726,1380,1674,2444,3074,3419,5894,6383
18,433,433.000,268,791,1771,2297,2841,5293,6067,9092,13645
19,408,408.000,310,833,1746,2441,3162,5443,6113,11140,14440
20,320,320.000,337,1170,2079,3118,4340,6681,7902,13920,15696
21,478,478.000,301,747,1631,2081,2661,4356,6288,8355,13329
22,337,337.000,316,1319,1859,2961,4307,6191,7086,12644,14269
23,391,391.000,299,866,1721,2549,3148,5527,7019,13583,14047
24,366,366.000,334,1268,1711,2725,4042,5635,6399,12124,13769
25,430,430.000,314,723,1630,2319,3073,5640,6432,8022,13610
26,419,419.000,289,780,1701,2379,3013,5404,6583,12408,14118
27,282,282.000,454,1582,1973,3571,5561,7154,8228,14455,14829
28,310,310.000,334,1510,1964,3189,4667,6779,7845,13571,14358
29,331,331.000,309,848,1914,3013,4455,6684,8028,14247,16057
30,371,371.000,322,830,1804,2707,3655,5846,7276,13765,17487
31,298,298.000,541,1344,1821,3333,4892,6385,8690,12996,13435
32,435,435.000,315,743,1673,2293,2794,5424,6251,8185,13969
33,422,422.000,305,765,1681,2364,3078,5431,6113,11266,13682
34,351,351.000,327,924,1689,2839,3960,6394,7227,13265,13601
35,325,325.000,321,1045,1903,3064,4568,6794,7533,14309,14936
36,269,269.000,358,1589,2050,3708,5344,7374,8491,14226,14961
37,335,335.000,321,894,1973,2972,4022,6519,8246,13223,15403
38,403,403.000,328,870,1945,2473,3184,5091,6067,12768,20805
39,465,465.000,315,783,1819,2145,2919,3682,6150,8079,13510
40,326,326.000,365,1362,2249,3071,3912,6698,7815,12536,15397
41,236,236.000,315,1737,2120,4217,5900,8641,14645,17102,22532
42,304,304.000,527,1361,2168,3275,4789,6478,7243,12543,14082
43,321,321.000,319,1301,1911,3109,4107,6696,8156,15573,16836
44,320,320.000,337,1146,2041,3112,4224,6724,8869,15277,15751
45,370,370.000,323,823,1868,2696,3324,6290,7941,14979,16636
46,345,345.000,351,1350,1836,2893,3863,6401,8004,14913,22234
47,349,349.000,369,1313,1828,2899,3855,6385,7569,12914,17137
48,257,257.000,698,1593,2065,3839,6031,7358,8690,14613,16715
49,389,389.000,338,822,1968,2551,3256,5820,6532,12682,14884
50,344,344.000,342,1083,1847,2894,4089,6035,7989,10485,13909
51,312,312.000,520,1214,2582,3192,4781,6145,6845,10615,12376
52,284,284.000,345,1497,2141,3513,5064,8195,9767,15355,15941
53,379,379.000,333,1058,1812,2641,3466,5715,6500,12740,14742
54,271,271.000,507,1643,2286,3668,5356,7590,8765,15737,16913
55,326,326.000,298,1268,1922,3066,4366,6684,8311,14762,16290
56,252,252.000,593,1519,2541,3978,5909,7823,10531,13195,16193
57,287,287.000,312,1442,2301,3448,5045,6972,8366,15049,16164
58,263,263.000,613,1466,3058,3798,5295,7002,10830,14789,16324
59,449,449.000,296,776,1671,2208,2884,4876,5972,10058,16165
