Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1710825722.851444,20171,0,1
2,Payment,1710825722.871726,27681,0,1
2,Payment,1710825722.899446,4017,0,1
1,NewOrder,1710825722.903481,15949,0,1
1,NewOrder,1710825722.919453,7150,0,1
1,NewOrder,1710825722.926625,6066,0,1
2,Payment,1710825722.932710,2859,0,1
1,NewOrder,1710825722.935589,10473,0,1
1,NewOrder,1710825722.946084,11902,0,1
1,NewOrder,1710825722.958008,6947,0,1
2,Payment,1710825722.964975,2800,0,1
1,NewOrder,1710825722.967866,9476,0,1
2,Payment,1710825722.977372,2795,0,1
2,Payment,1710825722.980183,2345,0,1
3,OrderStatus,1710825722.982544,5212,0,1
1,NewOrder,1710825722.987774,6565,0,1
2,Payment,1710825722.994359,4538,0,1
2,Payment,1710825722.998916,2856,0,1
2,Payment,1710825723.001793,4984,0,1
3,OrderStatus,1710825723.006801,2739,0,1
2,Payment,1710825723.009558,2470,0,1
1,NewOrder,1710825723.012046,13459,0,1
2,Payment,1710825723.025529,3521,0,1
1,NewOrder,1710825723.029070,10492,0,1
1,NewOrder,1710825723.039638,9560,0,1
2,Payment,1710825723.049220,2449,0,1
1,NewOrder,1710825723.051690,10075,0,1
2,Payment,1710825723.061787,2677,0,1
3,OrderStatus,1710825723.064480,2055,0,1
1,NewOrder,1710825723.066551,10698,0,1
1,NewOrder,1710825723.077271,8340,0,1
2,Payment,1710825723.085773,2551,0,1
2,Payment,1710825723.088347,3130,0,1
1,NewOrder,1710825723.091501,8115,0,1
1,NewOrder,1710825723.099638,8013,0,1
1,NewOrder,1710825723.107676,5519,0,1
1,NewOrder,1710825723.113216,11134,0,1
1,NewOrder,1710825723.124373,8830,0,1
1,NewOrder,1710825723.133225,7554,0,1
1,NewOrder,1710825723.140803,13179,0,1
3,OrderStatus,1710825723.154005,5915,0,1
2,Payment,1710825723.159944,2470,0,1
1,NewOrder,1710825723.162436,8128,0,1
5,StockLevel,1710825723.170601,3436,0,1
3,OrderStatus,1710825723.174082,4137,0,1
1,NewOrder,1710825723.178242,8291,0,1
1,NewOrder,1710825723.186556,12104,0,1
5,StockLevel,1710825723.198683,2278,0,1
2,Payment,1710825723.200975,2378,0,1
1,NewOrder,1710825723.203373,6372,0,1
1,NewOrder,1710825723.209769,5267,0,1
2,Payment,1710825723.215055,2091,0,1
1,NewOrder,1710825723.217172,5618,0,1
2,Payment,1710825723.222813,2443,0,1
3,OrderStatus,1710825723.225383,6174,0,1
2,Payment,1710825723.231640,3656,0,1
4,Delivery,1710825723.235322,27509,0,1
1,NewOrder,1710825723.262853,4594,0,1
1,NewOrder,1710825723.267470,6216,0,1
1,NewOrder,1710825723.273716,7799,0,1
2,Payment,1710825723.281543,2101,0,1
2,Payment,1710825723.283661,2255,0,1
1,NewOrder,1710825723.286088,5477,0,1
2,Payment,1710825723.291590,3489,0,1
1,NewOrder,1710825723.295351,6840,0,1
1,NewOrder,1710825723.302218,5838,0,1
2,Payment,1710825723.308141,2217,0,1
1,NewOrder,1710825723.310440,5830,0,1
1,NewOrder,1710825723.316292,8373,0,1
1,NewOrder,1710825723.324693,8323,0,1
3,OrderStatus,1710825723.333040,1727,0,1
1,NewOrder,1710825723.334789,7971,0,1
1,NewOrder,1710825723.342856,8403,0,1
2,Payment,1710825723.351670,3689,0,1
1,NewOrder,1710825723.355393,8260,0,1
1,NewOrder,1710825723.363676,7812,0,1
2,Payment,1710825723.371514,3592,0,1
2,Payment,1710825723.375131,3379,0,1
1,NewOrder,1710825723.378532,7128,0,1
2,Payment,1710825723.385686,2363,0,1
2,Payment,1710825723.388118,2780,0,1
1,NewOrder,1710825723.390923,7854,0,1
1,NewOrder,1710825723.398802,6621,0,1
1,NewOrder,1710825723.405447,8219,0,1
2,Payment,1710825723.413691,3073,0,1
1,NewOrder,1710825723.416784,9984,0,1
1,NewOrder,1710825723.426796,8267,0,1
4,Delivery,1710825723.435088,18794,0,1
1,NewOrder,1710825723.453904,5547,0,1
1,NewOrder,1710825723.459474,5585,0,1
2,Payment,1710825723.465080,2845,0,1
1,NewOrder,1710825723.467945,6410,0,1
2,Payment,1710825723.474377,2168,0,1
3,OrderStatus,1710825723.476670,3083,0,1
1,NewOrder,1710825723.479773,7668,0,1
2,Payment,1710825723.487517,2169,0,1
3,OrderStatus,1710825723.489770,3500,0,1
1,NewOrder,1710825723.493289,5559,0,1
1,NewOrder,1710825723.498928,8983,0,1
2,Payment,1710825723.507936,3806,0,1
1,NewOrder,1710825723.511762,8107,0,1
1,NewOrder,1710825723.519894,8051,0,1
2,Payment,1710825723.527967,6586,0,1
2,Payment,1710825723.534576,2474,0,1
5,StockLevel,1710825723.537070,1810,0,1
2,Payment,1710825723.538899,3072,0,1
1,NewOrder,1710825723.541995,6716,0,1
4,Delivery,1710825723.548732,38388,0,1
2,Payment,1710825723.587153,2716,0,1
1,NewOrder,1710825723.589898,8975,0,1
2,Payment,1710825723.598894,7253,0,1
2,Payment,1710825723.606244,3587,0,1
2,Payment,1710825723.609857,2389,0,1
1,NewOrder,1710825723.612337,5141,0,1
1,NewOrder,1710825723.617499,8375,0,1
1,NewOrder,1710825723.625900,6772,0,1
2,Payment,1710825723.632697,3080,0,1
1,NewOrder,1710825723.635800,6832,0,1
2,Payment,1710825723.642663,2508,0,1
1,NewOrder,1710825723.645192,6175,0,1
2,Payment,1710825723.651389,3228,0,1
1,NewOrder,1710825723.654640,6667,0,1
5,StockLevel,1710825723.661331,1933,0,1
1,NewOrder,1710825723.663282,4652,0,1
1,NewOrder,1710825723.667954,5876,0,1
3,OrderStatus,1710825723.673852,2302,0,1
2,Payment,1710825723.676188,1679,0,1
2,Payment,1710825723.677912,1537,0,1
2,Payment,1710825723.679495,1633,0,1
2,Payment,1710825723.681173,4074,0,1
2,Payment,1710825723.685272,1312,0,1
2,Payment,1710825723.686607,1623,0,1
1,NewOrder,1710825723.688250,3356,0,1
1,NewOrder,1710825723.691636,2796,0,1
1,NewOrder,1710825723.694456,3651,0,1
2,Payment,1710825723.698131,1526,0,1
2,Payment,1710825723.699678,1275,0,1
1,NewOrder,1710825723.700972,4362,0,1
1,NewOrder,1710825723.705362,4869,0,1
2,Payment,1710825723.710264,2301,0,1
1,NewOrder,1710825723.712591,3816,0,1
2,Payment,1710825723.716431,1300,0,1
2,Payment,1710825723.717750,1371,0,1
1,NewOrder,1710825723.719144,3113,0,1
2,Payment,1710825723.722285,1699,0,1
2,Payment,1710825723.724008,1244,0,1
1,NewOrder,1710825723.725268,5124,0,1
1,NewOrder,1710825723.730422,2952,0,1
2,Payment,1710825723.733405,1335,0,1
4,Delivery,1710825723.734760,12562,0,1
1,NewOrder,1710825723.747351,4358,0,1
2,Payment,1710825723.751787,1761,0,1
1,NewOrder,1710825723.753572,4425,0,1
2,Payment,1710825723.758025,1332,0,1
2,Payment,1710825723.759375,1253,0,1
2,Payment,1710825723.760646,1325,0,1
1,NewOrder,1710825723.761990,4455,0,1
1,NewOrder,1710825723.766470,3755,0,1
3,OrderStatus,1710825723.770251,2639,0,1
1,NewOrder,1710825723.772915,4630,0,1
1,NewOrder,1710825723.777574,3690,0,1
2,Payment,1710825723.781286,1141,0,1
2,Payment,1710825723.782443,1514,0,1
2,Payment,1710825723.783984,1550,0,1
2,Payment,1710825723.785553,1530,0,1
2,Payment,1710825723.787105,2047,0,1
2,Payment,1710825723.789175,1188,0,1
1,NewOrder,1710825723.790383,3862,0,1
1,NewOrder,1710825723.794274,3559,0,1
4,Delivery,1710825723.797856,10162,0,1
2,Payment,1710825723.808044,1284,0,1
1,NewOrder,1710825723.809351,4660,0,1
1,NewOrder,1710825723.814035,3316,0,1
1,NewOrder,1710825723.817374,3149,0,1
1,NewOrder,1710825723.820549,3722,0,1
1,NewOrder,1710825723.824295,4859,0,1
1,NewOrder,1710825723.829181,2528,0,1
2,Payment,1710825723.831733,1898,0,1
1,NewOrder,1710825723.833655,3497,0,1
1,NewOrder,1710825723.837180,2759,0,1
2,Payment,1710825723.839963,2926,0,1
2,Payment,1710825723.842916,2005,0,1
1,NewOrder,1710825723.844945,4000,0,1
2,Payment,1710825723.848970,1318,0,1
1,NewOrder,1710825723.850308,4803,0,1
2,Payment,1710825723.855138,1552,0,1
2,Payment,1710825723.856720,1373,0,1
2,Payment,1710825723.858117,1161,0,1
1,NewOrder,1710825723.859294,4040,0,1
1,NewOrder,1710825723.863355,4336,0,1
2,Payment,1710825723.867716,1342,0,1
1,NewOrder,1710825723.869088,2558,0,1
1,NewOrder,1710825723.871668,4688,0,1
2,Payment,1710825723.876398,1475,0,1
2,Payment,1710825723.877894,1141,0,1
2,Payment,1710825723.879053,2087,0,1
2,Payment,1710825723.881160,1312,0,1
5,StockLevel,1710825723.882489,2213,0,1
5,StockLevel,1710825723.884726,1841,0,1
2,Payment,1710825723.886869,1391,0,1
1,NewOrder,1710825723.888304,3437,0,1
1,NewOrder,1710825723.891771,3182,0,1
1,NewOrder,1710825723.894979,4973,0,1
2,Payment,1710825723.899977,1936,0,1
1,NewOrder,1710825723.901938,5165,0,1
2,Payment,1710825723.907129,2140,0,1
1,NewOrder,1710825723.909293,2591,0,1
2,Payment,1710825723.911905,1363,0,1
2,Payment,1710825723.913290,1641,0,1
1,NewOrder,1710825723.914953,4462,0,1
1,NewOrder,1710825723.919441,3438,0,1
2,Payment,1710825723.922904,1809,0,1
1,NewOrder,1710825723.924733,2550,0,1
1,NewOrder,1710825723.927309,2911,0,1
