Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1710824084.299610,12915,0,1
1,NewOrder,1710824084.312719,21075,0,1
1,NewOrder,1710824084.333814,9984,0,1
1,NewOrder,1710824084.343817,6170,0,1
3,OrderStatus,1710824084.350004,6713,0,1
2,Payment,1710824084.356880,5209,0,1
2,Payment,1710824084.362104,4483,0,1
1,NewOrder,1710824084.366606,6864,0,1
2,Payment,1710824084.373489,2751,0,1
2,Payment,1710824084.376258,4150,0,1
1,NewOrder,1710824084.380428,13364,0,1
2,Payment,1710824084.393812,32648,0,1
4,Delivery,1710824084.426480,26673,0,1
1,NewOrder,1710824084.453176,8714,0,1
2,Payment,1710824084.461914,2823,0,1
2,Payment,1710824084.464755,3636,0,1
2,Payment,1710824084.468411,3577,0,1
1,NewOrder,1710824084.472010,7467,0,1
2,Payment,1710824084.479500,2797,0,1
2,Payment,1710824084.482317,2660,0,1
2,Payment,1710824084.484994,2585,0,1
1,NewOrder,1710824084.487655,7069,0,1
4,Delivery,1710824084.494746,16856,0,1
1,NewOrder,1710824084.511625,6931,0,1
1,NewOrder,1710824084.518579,8925,0,1
2,Payment,1710824084.527532,2659,0,1
1,NewOrder,1710824084.530214,8672,0,1
2,Payment,1710824084.538908,2569,0,1
1,NewOrder,1710824084.541498,9348,0,1
1,NewOrder,1710824084.550871,7398,0,1
2,Payment,1710824084.558290,2675,0,1
1,NewOrder,1710824084.560984,5989,0,1
1,NewOrder,1710824084.566999,5287,0,1
2,Payment,1710824084.572368,2108,0,1
1,NewOrder,1710824084.574495,8681,0,1
1,NewOrder,1710824084.583260,7806,0,1
2,Payment,1710824084.591087,2422,0,1
1,NewOrder,1710824084.593526,7674,0,1
3,OrderStatus,1710824084.601222,5002,0,1
2,Payment,1710824084.606246,2744,0,1
2,Payment,1710824084.609010,2087,0,1
2,Payment,1710824084.611118,2494,0,1
2,Payment,1710824084.613635,2168,0,1
1,NewOrder,1710824084.616237,8946,0,1
1,NewOrder,1710824084.625205,6823,0,1
1,NewOrder,1710824084.632054,6761,0,1
2,Payment,1710824084.638838,4497,0,1
1,NewOrder,1710824084.643354,8132,0,1
1,NewOrder,1710824084.651508,6463,0,1
1,NewOrder,1710824084.657992,10147,0,1
5,StockLevel,1710824084.668203,3272,0,1
2,Payment,1710824084.671537,1961,0,1
2,Payment,1710824084.673550,2203,0,1
1,NewOrder,1710824084.675774,5972,0,1
2,Payment,1710824084.681770,1979,0,1
1,NewOrder,1710824084.683766,6519,0,1
2,Payment,1710824084.690309,2071,0,1
1,NewOrder,1710824084.692399,8709,0,1
1,NewOrder,1710824084.701133,8176,0,1
2,Payment,1710824084.709332,1962,0,1
2,Payment,1710824084.711313,2353,0,1
1,NewOrder,1710824084.713688,4894,0,1
2,Payment,1710824084.718604,2997,0,1
2,Payment,1710824084.721625,2222,0,1
1,NewOrder,1710824084.723895,6633,0,1
2,Payment,1710824084.730562,2952,0,1
2,Payment,1710824084.733536,2077,0,1
2,Payment,1710824084.735634,2546,0,1
1,NewOrder,1710824084.738202,6712,0,1
1,NewOrder,1710824084.744941,6473,0,1
3,OrderStatus,1710824084.751437,2282,0,1
1,NewOrder,1710824084.753742,5235,0,1
1,NewOrder,1710824084.759000,5831,0,1
2,Payment,1710824084.764883,2086,0,1
2,Payment,1710824084.767007,7227,0,1
1,NewOrder,1710824084.774257,4921,0,1
2,Payment,1710824084.779206,3016,0,1
2,Payment,1710824084.782244,2189,0,1
5,StockLevel,1710824084.784451,2423,0,1
1,NewOrder,1710824084.786897,6332,0,1
1,NewOrder,1710824084.793255,6793,0,1
3,OrderStatus,1710824084.800072,1501,0,1
1,NewOrder,1710824084.801590,6096,0,1
1,NewOrder,1710824084.807710,8493,0,1
1,NewOrder,1710824084.816229,9321,0,1
4,Delivery,1710824084.825574,16771,0,1
2,Payment,1710824084.842369,1757,0,1
1,NewOrder,1710824084.844143,4718,0,1
2,Payment,1710824084.848887,2146,0,1
1,NewOrder,1710824084.851054,4591,0,1
1,NewOrder,1710824084.855670,5170,0,1
1,NewOrder,1710824084.860871,4145,0,1
2,Payment,1710824084.865038,1951,0,1
1,NewOrder,1710824084.867010,5330,0,1
1,NewOrder,1710824084.872364,5976,0,1
2,Payment,1710824084.878365,2191,0,1
1,NewOrder,1710824084.880577,4002,0,1
1,NewOrder,1710824084.884657,6631,0,1
1,NewOrder,1710824084.891314,5601,0,1
3,OrderStatus,1710824084.896939,1608,0,1
1,NewOrder,1710824084.898565,6422,0,1
1,NewOrder,1710824084.905012,11248,0,1
1,NewOrder,1710824084.916286,6808,0,1
2,Payment,1710824084.923118,2142,0,1
1,NewOrder,1710824084.925280,5883,0,1
1,NewOrder,1710824084.931188,6540,0,1
1,NewOrder,1710824084.937753,5402,0,1
2,Payment,1710824084.943180,1812,0,1
1,NewOrder,1710824084.945015,6723,0,1
1,NewOrder,1710824084.951765,7092,0,1
1,NewOrder,1710824084.958881,5079,0,1
2,Payment,1710824084.963983,2021,0,1
4,Delivery,1710824084.966025,14612,0,1
1,NewOrder,1710824084.980660,6014,0,1
2,Payment,1710824084.986834,2452,0,1
4,Delivery,1710824084.989307,19907,0,1
2,Payment,1710824085.009238,1840,0,1
2,Payment,1710824085.011098,1936,0,1
2,Payment,1710824085.013053,2076,0,1
2,Payment,1710824085.015151,2788,0,1
2,Payment,1710824085.017966,2141,0,1
2,Payment,1710824085.020215,2607,0,1
1,NewOrder,1710824085.022846,4340,0,1
1,NewOrder,1710824085.027209,6211,0,1
2,Payment,1710824085.033443,1843,0,1
2,Payment,1710824085.035365,1863,0,1
2,Payment,1710824085.037248,2205,0,1
2,Payment,1710824085.039484,2073,0,1
1,NewOrder,1710824085.041661,6329,0,1
4,Delivery,1710824085.048040,14359,0,1
1,NewOrder,1710824085.062421,6513,0,1
2,Payment,1710824085.068956,2159,0,1
2,Payment,1710824085.071140,1852,0,1
5,StockLevel,1710824085.073013,2009,0,1
1,NewOrder,1710824085.075044,6310,0,1
1,NewOrder,1710824085.081376,6267,0,1
2,Payment,1710824085.087670,2514,0,1
2,Payment,1710824085.090206,1675,0,1
2,Payment,1710824085.091898,1585,0,1
1,NewOrder,1710824085.093498,4512,0,1
1,NewOrder,1710824085.098034,3343,0,1
2,Payment,1710824085.101395,1866,0,1
2,Payment,1710824085.103279,3224,0,1
5,StockLevel,1710824085.106525,1673,0,1
5,StockLevel,1710824085.108216,1707,0,1
2,Payment,1710824085.109936,1746,0,1
1,NewOrder,1710824085.111697,4585,0,1
4,Delivery,1710824085.116307,14338,0,1
2,Payment,1710824085.130668,2122,0,1
2,Payment,1710824085.132810,1925,0,1
2,Payment,1710824085.134751,2050,0,1
2,Payment,1710824085.136818,1850,0,1
2,Payment,1710824085.138688,1753,0,1
2,Payment,1710824085.140462,1841,0,1
2,Payment,1710824085.142322,1994,0,1
2,Payment,1710824085.144333,2057,0,1
2,Payment,1710824085.146413,1791,0,1
2,Payment,1710824085.148220,1567,0,1
2,Payment,1710824085.149800,1551,0,1
3,OrderStatus,1710824085.151365,2362,0,1
2,Payment,1710824085.153746,2337,0,1
5,StockLevel,1710824085.156103,3381,0,1
1,NewOrder,1710824085.159584,7151,0,1
2,Payment,1710824085.166770,2948,0,1
1,NewOrder,1710824085.169778,12419,0,1
1,NewOrder,1710824085.182225,6835,0,1
5,StockLevel,1710824085.189086,1748,0,1
1,NewOrder,1710824085.190856,4566,0,1
1,NewOrder,1710824085.195451,5789,0,1
2,Payment,1710824085.201267,2425,0,1
1,NewOrder,1710824085.203715,6813,0,1
1,NewOrder,1710824085.210552,7528,0,1
2,Payment,1710824085.218106,2150,0,1
2,Payment,1710824085.220278,2837,0,1
1,NewOrder,1710824085.223138,7029,0,1
4,Delivery,1710824085.230246,13762,0,1
2,Payment,1710824085.244030,1634,0,1
1,NewOrder,1710824085.245680,7286,0,1
1,NewOrder,1710824085.253042,5829,0,1
2,Payment,1710824085.258949,1918,0,1
1,NewOrder,1710824085.260884,6634,0,1
1,NewOrder,1710824085.267545,5645,0,1
1,NewOrder,1710824085.273214,4303,0,1
1,NewOrder,1710824085.277540,4173,0,1
1,NewOrder,1710824085.281739,5920,0,1
2,Payment,1710824085.287693,2483,0,1
5,StockLevel,1710824085.290196,1657,0,1
1,NewOrder,1710824085.291872,4536,0,1
2,Payment,1710824085.296428,2407,0,1
2,Payment,1710824085.298873,2010,0,1
2,Payment,1710824085.300900,1897,0,1
1,NewOrder,1710824085.302815,6244,0,1
1,NewOrder,1710824085.309083,6862,0,1
2,Payment,1710824085.315970,1851,0,1
2,Payment,1710824085.317843,2257,0,1
2,Payment,1710824085.324286,2129,0,1
1,NewOrder,1710824085.326454,4582,0,1
2,Payment,1710824085.331060,2511,0,1
4,Delivery,1710824085.333593,14542,0,1
1,NewOrder,1710824085.348274,4532,0,1
2,Payment,1710824085.352823,2112,0,1
5,StockLevel,1710824085.354956,1851,0,1
2,Payment,1710824085.356825,2134,0,1
2,Payment,1710824085.358979,1917,0,1
1,NewOrder,1710824085.360916,6263,0,1
1,NewOrder,1710824085.367206,4323,0,1
2,Payment,1710824085.371555,2157,0,1
3,OrderStatus,1710824085.373734,1899,0,1
1,NewOrder,1710824085.375653,6187,0,1
2,Payment,1710824085.381873,2658,0,1
2,Payment,1710824085.384556,2224,0,1
1,NewOrder,1710824085.386801,5511,0,1
1,NewOrder,1710824085.392337,4703,0,1
1,NewOrder,1710824085.397065,4127,0,1
2,Payment,1710824085.401215,1978,0,1
1,NewOrder,1710824085.403308,12900,0,1
2,Payment,1710824085.416236,1351,0,1
1,NewOrder,1710824085.417609,4593,0,1
2,Payment,1710824085.422230,1331,0,1
1,NewOrder,1710824085.423581,5638,0,1
3,OrderStatus,1710824085.429245,1871,0,1
3,OrderStatus,1710824085.431135,1861,0,1
1,NewOrder,1710824085.433015,2305,0,1
2,Payment,1710824085.435340,1251,0,1
1,NewOrder,1710824085.436607,3298,0,1
4,Delivery,1710824085.439930,8633,0,1
2,Payment,1710824085.448590,1164,0,1
1,NewOrder,1710824085.449772,4423,0,1
1,NewOrder,1710824085.454223,2668,0,1
2,Payment,1710824085.456917,1135,0,1
2,Payment,1710824085.458071,1139,0,1
1,NewOrder,1710824085.459226,2454,0,1
1,NewOrder,1710824085.461699,3286,0,1
3,OrderStatus,1710824085.465008,1294,0,1
5,StockLevel,1710824085.466323,1435,0,1
2,Payment,1710824085.467777,1228,0,1
2,Payment,1710824085.469044,1313,0,1
1,NewOrder,1710824085.470422,2977,0,1
2,Payment,1710824085.473458,1158,0,1
2,Payment,1710824085.474634,1006,0,1
2,Payment,1710824085.475654,1106,0,1
1,NewOrder,1710824085.476777,2524,0,1
2,Payment,1710824085.479323,1200,0,1
2,Payment,1710824085.480542,1099,0,1
2,Payment,1710824085.481656,1360,0,1
1,NewOrder,1710824085.483038,4346,0,1
1,NewOrder,1710824085.487408,3512,0,1
1,NewOrder,1710824085.490941,7549,0,1
1,NewOrder,1710824085.498512,6115,0,1
1,NewOrder,1710824085.504647,8486,0,1
2,Payment,1710824085.513154,1235,0,1
2,Payment,1710824085.514401,1015,0,1
1,NewOrder,1710824085.515431,3079,0,1
1,NewOrder,1710824085.518526,2708,0,1
