Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,143,143.000,1600,2921,4627,7029,9143,15069,18966,26225,31572
1,198,198.000,1233,2047,3215,5004,6415,10441,15710,21106,22451
2,334,334.000,458,1167,2429,2960,3963,5367,7641,13394,18507
3,290,290.000,447,1569,2428,3453,4434,7885,9180,14485,18469
4,355,355.000,448,963,1962,2796,3423,6368,7995,11213,18020
5,279,279.000,396,1455,2268,3557,5014,7211,8710,15917,16544
6,413,413.000,393,928,1854,2409,3255,5014,6317,7818,10959
7,245,245.000,721,1744,2120,4056,6387,8020,9321,15863,16869
8,298,298.000,433,1664,2199,3340,5248,6877,7448,8781,15102
9,245,245.000,697,1691,2056,4063,6030,7925,8491,15441,16283
10,286,286.000,396,1503,2415,3476,4920,7433,8528,14483,16572
11,257,257.000,461,1678,2421,3897,6024,8287,9230,15418,18478
12,238,238.000,454,1745,2195,4155,6121,8302,9553,16748,18146
13,477,477.000,424,894,1750,2091,2991,3667,4184,7253,15281
14,430,430.000,422,994,1590,2304,3151,4336,6756,8289,16185
15,217,217.000,581,1648,3268,4587,5882,8775,11716,23545,53689
16,218,218.000,454,1840,3270,4553,6463,8635,10428,19232,27482
17,242,242.000,493,1600,2629,4116,5156,8212,11074,20331,27599
18,234,234.000,786,1764,2589,4242,5978,8652,15713,18377,27040
19,431,431.000,414,897,1965,2307,3130,3954,6917,9097,12306
20,281,281.000,434,1395,2422,3537,4529,7524,9014,17463,25742
21,309,309.000,428,1157,2266,3215,4324,6920,8280,10618,16655
22,195,195.000,468,1946,3845,5109,7609,9558,12275,19865,26608
23,257,257.000,395,1437,2404,3876,4873,7789,9953,22408,29688
24,231,231.000,441,1773,2559,4304,6424,8643,10246,17412,21695
25,240,240.000,311,1589,2639,4166,6463,8825,11777,17885,20951
26,262,262.000,413,1154,2567,3818,5397,8855,9804,17705,19244
27,195,195.000,792,2034,3702,5142,7453,10182,11844,21865,23057
28,219,219.000,416,1823,2532,4507,7042,8558,10597,20532,22600
29,277,277.000,356,1174,2255,3605,5235,7867,9306,16004,23478
30,266,266.000,456,1493,2480,3730,5127,8472,9106,20631,22139
31,280,280.000,420,1227,2338,3620,4553,8423,10387,18967,20638
32,376,376.000,375,875,2036,2606,3256,6505,7534,9657,19133
33,406,406.000,338,892,1965,2455,3213,4267,6885,9886,25297
34,182,182.000,820,1869,5014,5495,7366,9360,15127,22654,72799
35,303,303.000,334,986,2243,3279,3820,7489,8967,17416,17717
36,346,346.000,416,936,2107,2879,3683,6898,7725,15282,18077
37,323,323.000,355,1052,2117,3084,3945,7784,8968,10260,16381
38,278,278.000,376,1616,2129,3592,5037,8073,9455,17317,18151
39,317,317.000,386,918,2261,3149,3551,7428,9184,15973,20451
40,257,257.000,315,1087,2240,3911,5601,9756,11089,18113,22300
41,324,324.000,413,1012,2217,3070,3877,6978,8108,12327,27032
42,253,253.000,334,1481,2294,3906,6373,8186,9316,15770,17324
43,308,308.000,378,1087,2224,3286,3841,7407,8763,17664,22884
44,318,318.000,405,1049,2212,3091,3529,7538,8881,14538,18503
45,329,329.000,359,1064,1999,3039,3900,7270,8081,9529,16150
46,228,228.000,405,1770,2565,4358,6018,8936,10329,20337,26008
47,297,297.000,338,1112,2385,3364,4197,7314,9229,15122,26253
48,237,237.000,547,1417,2894,4186,5151,9268,12970,18701,23033
49,322,322.000,381,1071,2305,3096,4011,6994,8298,12369,15610
50,294,294.000,345,1386,2065,3407,4749,7012,8777,15712,22115
51,218,218.000,410,1106,2674,4581,5207,9231,14403,35433,72587
52,249,249.000,411,1204,2514,3977,5593,8661,11618,18775,25047
53,230,230.000,380,1798,2574,4331,6976,8868,9851,15954,17687
54,254,254.000,401,1784,2196,3934,6112,8307,9070,15402,16053
55,368,368.000,340,899,2024,2708,3412,6607,7939,17183,17902
56,484,484.000,371,896,1538,2056,2979,3749,4064,7469,8012
57,338,338.000,351,964,1938,2938,3895,7200,8388,9960,18418
58,325,325.000,342,953,2268,3093,3803,7525,9331,11355,19333
59,300,300.000,402,1035,2283,3277,4216,7658,8888,16307,18764
