Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1710824851.768564,27200,0,1
1,NewOrder,1710824851.795968,8462,0,1
1,NewOrder,1710824851.804453,10264,0,1
1,NewOrder,1710824851.814736,10974,0,1
1,NewOrder,1710824851.825729,8585,0,1
2,Payment,1710824851.834385,9367,0,1
1,NewOrder,1710824851.843771,6518,0,1
2,Payment,1710824851.850366,3726,0,1
4,Delivery,1710824851.854118,27613,0,1
5,StockLevel,1710824851.881750,3262,0,1
2,Payment,1710824851.885062,3892,0,1
2,Payment,1710824851.888976,4533,0,1
1,NewOrder,1710824851.893529,8895,0,1
4,Delivery,1710824851.902444,16508,0,1
5,StockLevel,1710824851.918972,2653,0,1
1,NewOrder,1710824851.921647,8408,0,1
2,Payment,1710824851.930076,17194,0,1
1,NewOrder,1710824851.947291,4339,0,1
1,NewOrder,1710824851.951650,6409,0,1
2,Payment,1710824851.958082,2765,0,1
2,Payment,1710824851.960867,2752,0,1
1,NewOrder,1710824851.963639,5703,0,1
1,NewOrder,1710824851.969368,5684,0,1
2,Payment,1710824851.975075,2868,0,1
2,Payment,1710824851.977963,2963,0,1
1,NewOrder,1710824851.980946,5830,0,1
2,Payment,1710824851.986800,2551,0,1
4,Delivery,1710824851.989373,17187,0,1
2,Payment,1710824852.006588,2924,0,1
1,NewOrder,1710824852.009534,7032,0,1
5,StockLevel,1710824852.016586,1876,0,1
1,NewOrder,1710824852.018482,8705,0,1
2,Payment,1710824852.027215,2902,0,1
3,OrderStatus,1710824852.030139,3192,0,1
1,NewOrder,1710824852.033352,6022,0,1
4,Delivery,1710824852.039399,19032,0,1
2,Payment,1710824852.058454,2042,0,1
4,Delivery,1710824852.060515,18088,0,1
2,Payment,1710824852.078626,2236,0,1
1,NewOrder,1710824852.080882,4445,0,1
1,NewOrder,1710824852.085347,4973,0,1
1,NewOrder,1710824852.090344,4113,0,1
2,Payment,1710824852.094475,2361,0,1
4,Delivery,1710824852.096866,15883,0,1
1,NewOrder,1710824852.112783,6114,0,1
1,NewOrder,1710824852.118918,4978,0,1
2,Payment,1710824852.123920,2453,0,1
1,NewOrder,1710824852.126390,8824,0,1
2,Payment,1710824852.135241,2046,0,1
2,Payment,1710824852.137411,1987,0,1
1,NewOrder,1710824852.139421,4572,0,1
2,Payment,1710824852.144017,1417,0,1
1,NewOrder,1710824852.145457,5033,0,1
1,NewOrder,1710824852.150545,11863,0,1
1,NewOrder,1710824852.162436,6351,0,1
4,Delivery,1710824852.168814,10938,0,1
1,NewOrder,1710824852.179781,4292,0,1
1,NewOrder,1710824852.184098,4514,0,1
2,Payment,1710824852.188637,2480,0,1
2,Payment,1710824852.191139,1965,0,1
3,OrderStatus,1710824852.193188,2970,0,1
1,NewOrder,1710824852.196175,5830,0,1
2,Payment,1710824852.202031,3029,0,1
2,Payment,1710824852.205085,2200,0,1
1,NewOrder,1710824852.207395,7656,0,1
2,Payment,1710824852.215087,2256,0,1
2,Payment,1710824852.217365,1725,0,1
1,NewOrder,1710824852.219108,7271,0,1
2,Payment,1710824852.226404,1970,0,1
1,NewOrder,1710824852.228393,7210,0,1
2,Payment,1710824852.235625,2694,0,1
1,NewOrder,1710824852.238349,4513,0,1
1,NewOrder,1710824852.242882,5262,0,1
1,NewOrder,1710824852.248186,5525,0,1
2,Payment,1710824852.253754,2673,0,1
2,Payment,1710824852.256449,2554,0,1
2,Payment,1710824852.259088,1965,0,1
1,NewOrder,1710824852.261074,7519,0,1
1,NewOrder,1710824852.268674,4904,0,1
1,NewOrder,1710824852.273605,5595,0,1
1,NewOrder,1710824852.279226,5755,0,1
1,NewOrder,1710824852.285060,5326,0,1
1,NewOrder,1710824852.290470,6889,0,1
2,Payment,1710824852.297383,1794,0,1
1,NewOrder,1710824852.299198,8489,0,1
2,Payment,1710824852.307760,1889,0,1
2,Payment,1710824852.309668,1795,0,1
2,Payment,1710824852.311482,2482,0,1
2,Payment,1710824852.313982,1759,0,1
1,NewOrder,1710824852.315757,4756,0,1
2,Payment,1710824852.320545,2314,0,1
2,Payment,1710824852.322881,2452,0,1
2,Payment,1710824852.325354,1995,0,1
1,NewOrder,1710824852.327365,6018,0,1
1,NewOrder,1710824852.333407,4370,0,1
3,OrderStatus,1710824852.337805,2119,0,1
2,Payment,1710824852.339944,1850,0,1
4,Delivery,1710824852.341957,15064,0,1
2,Payment,1710824852.357046,2005,0,1
2,Payment,1710824852.359067,1803,0,1
2,Payment,1710824852.360888,1904,0,1
2,Payment,1710824852.362812,1968,0,1
1,NewOrder,1710824852.364797,4093,0,1
1,NewOrder,1710824852.368913,5590,0,1
1,NewOrder,1710824852.374529,4451,0,1
1,NewOrder,1710824852.379003,10964,0,1
1,NewOrder,1710824852.389994,6451,0,1
3,OrderStatus,1710824852.396470,2310,0,1
2,Payment,1710824852.398803,2631,0,1
2,Payment,1710824852.401456,1869,0,1
1,NewOrder,1710824852.403345,6830,0,1
2,Payment,1710824852.410201,2160,0,1
2,Payment,1710824852.412380,1852,0,1
2,Payment,1710824852.414249,1771,0,1
1,NewOrder,1710824852.416036,7167,0,1
1,NewOrder,1710824852.423229,5850,0,1
1,NewOrder,1710824852.429103,6105,0,1
1,NewOrder,1710824852.435233,7536,0,1
4,Delivery,1710824852.442794,16037,0,1
2,Payment,1710824852.458854,2410,0,1
2,Payment,1710824852.461283,1784,0,1
2,Payment,1710824852.463083,2139,0,1
1,NewOrder,1710824852.465239,6768,0,1
2,Payment,1710824852.472034,1901,0,1
2,Payment,1710824852.473955,1919,0,1
1,NewOrder,1710824852.475896,7808,0,1
2,Payment,1710824852.483732,2228,0,1
1,NewOrder,1710824852.486008,8122,0,1
5,StockLevel,1710824852.494180,2158,0,1
2,Payment,1710824852.496384,2095,0,1
2,Payment,1710824852.498498,1793,0,1
2,Payment,1710824852.500306,1993,0,1
4,Delivery,1710824852.502322,17144,0,1
2,Payment,1710824852.519496,3545,0,1
2,Payment,1710824852.523067,2169,0,1
1,NewOrder,1710824852.525254,7412,0,1
5,StockLevel,1710824852.532694,2139,0,1
1,NewOrder,1710824852.534854,8825,0,1
4,Delivery,1710824852.543706,18189,0,1
3,OrderStatus,1710824852.562146,1541,0,1
1,NewOrder,1710824852.563708,6740,0,1
2,Payment,1710824852.570480,2867,0,1
2,Payment,1710824852.573374,3064,0,1
2,Payment,1710824852.576460,1936,0,1
2,Payment,1710824852.578416,2367,0,1
4,Delivery,1710824852.580800,17815,0,1
2,Payment,1710824852.598640,3481,0,1
1,NewOrder,1710824852.602147,5574,0,1
1,NewOrder,1710824852.607749,7158,0,1
1,NewOrder,1710824852.614934,7085,0,1
1,NewOrder,1710824852.622046,8935,0,1
1,NewOrder,1710824852.631007,5786,0,1
1,NewOrder,1710824852.636820,5906,0,1
4,Delivery,1710824852.642753,20821,0,1
2,Payment,1710824852.663600,2160,0,1
2,Payment,1710824852.665780,1976,0,1
2,Payment,1710824852.667775,1672,0,1
2,Payment,1710824852.669467,2440,0,1
4,Delivery,1710824852.671938,14467,0,1
2,Payment,1710824852.686435,3031,0,1
2,Payment,1710824852.689491,1814,0,1
2,Payment,1710824852.691324,1778,0,1
2,Payment,1710824852.693117,1712,0,1
1,NewOrder,1710824852.694845,4651,0,1
2,Payment,1710824852.699516,1854,0,1
2,Payment,1710824852.701387,2016,0,1
2,Payment,1710824852.703430,2549,0,1
2,Payment,1710824852.706004,1926,0,1
2,Payment,1710824852.707955,1509,0,1
1,NewOrder,1710824852.709481,3750,0,1
1,NewOrder,1710824852.713251,4498,0,1
2,Payment,1710824852.717772,1919,0,1
1,NewOrder,1710824852.719719,6665,0,1
2,Payment,1710824852.726410,1920,0,1
1,NewOrder,1710824852.728349,4204,0,1
3,OrderStatus,1710824852.732571,1348,0,1
3,OrderStatus,1710824852.733934,1034,0,1
1,NewOrder,1710824852.734981,4537,0,1
1,NewOrder,1710824852.739543,4678,0,1
2,Payment,1710824852.744245,1524,0,1
2,Payment,1710824852.745783,1685,0,1
2,Payment,1710824852.747480,1502,0,1
2,Payment,1710824852.748996,1547,0,1
1,NewOrder,1710824852.750557,7046,0,1
2,Payment,1710824852.757627,1727,0,1
2,Payment,1710824852.759373,1879,0,1
2,Payment,1710824852.761268,1643,0,1
2,Payment,1710824852.762927,1719,0,1
2,Payment,1710824852.764663,1991,0,1
2,Payment,1710824852.766667,2112,0,1
2,Payment,1710824852.768802,2112,0,1
1,NewOrder,1710824852.770935,16116,0,1
